structid	chain	unp
3EIQ	D	P60842
3EJ1	A	P24941
3EJ1	B	P20248
3EJ1	C	P24941
3EJ1	D	P20248
3EJ8	A	P35228
3EJ8	B	P35228
3EJ8	C	P35228
3EJ8	D	P35228
3EJH	A	P02751
3EJH	B	P02751
3EJH	E	P02452
3EJH	F	P02452
3EJL	A	P04818
3EJL	B	P04818
3EJL	C	P04818
3EJL	D	P04818
3EKC	A	P61769
3EKK	A	P06213
3EKN	A	P06213
3EKO	A	P07900
3EKO	B	P07900
3EKR	A	P07900
3EKR	B	P07900
3ELA	H	P08709
3ELA	L	P08709
3ELA	T	P13726
3ELB	A	Q99447
3ELJ	A	P45983
3ELM	A	P45452
3ELM	B	P45452
3ELO	A	P04054
3ELP	A	P32929
3ELP	B	P32929
3ELP	C	P32929
3ELP	D	P32929
3EMG	A	P43405
3EMH	A	P61964
3EMH	B	Q03164
3EML	A	P29274
3EMW	A	Q99619
3ENB	A	Q6P2Q9
3ENB	B	Q6P2Q9
3ENE	A	P48736
3ENM	A	P52564
3ENM	B	P52564
3ENM	C	P52564
3ENM	D	P52564
3ENP	A	Q9Y3C4
3ENP	B	Q9Y3C4
3ENS	A	P00742
3ENS	B	P00742
3ENS	C	P00742
3ENS	D	P00742
3EO1	C	P10600
3EO1	F	P10600
3EO1	I	P10600
3EO1	L	P10600
3EO2	A	Q7Z628
3EO3	A	Q9Y223
3EO3	B	Q9Y223
3EO3	C	Q9Y223
3EOA	I	P20701
3EOA	J	P20701
3EOB	I	P20701
3EOB	J	P20701
3EOC	A	P24941
3EOC	B	P20248
3EOC	C	P24941
3EOC	D	P20248
3EOP	A	Q9P016
3EOP	B	Q9P016
3EOX	A	P05121
3EOY	G	Q9Y624
3EOY	H	Q9Y624
3EOY	I	Q9Y624
3EOY	J	Q9Y624
3EOY	K	Q9Y624
3EOY	L	Q9Y624
3EP0	A	Q9H4Q4
3EP0	B	Q9H4Q4
3EP3	A	P17707
3EP3	B	P17707
3EP4	A	P17707
3EP4	B	P17707
3EP5	A	P17707
3EP5	B	P17707
3EP6	A	P17707
3EP6	B	P17707
3EP7	A	P17707
3EP7	B	P17707
3EP8	A	P17707
3EP8	B	P17707
3EP9	A	P17707
3EP9	B	P17707
3EPA	A	P17707
3EPA	B	P17707
3EPB	A	P17707
3EPB	B	P17707
3EPC	R	P15151
3EPD	R	P15151
3EPF	R	P15151
3EPG	A	Q9UNA4
3EPI	A	Q9UNA4
3EPP	A	O43148
3EPP	B	O43148
3EPY	A	Q8N6N7
3EPY	B	Q8N6N7
3EPZ	A	P26358
3EPZ	B	P26358
3EQ0	H	P00734
3EQ0	L	P00734
3EQ1	A	P08397
3EQ1	B	P08397
3EQ6	A	Q08AH3
3EQ6	B	Q08AH3
3EQB	A	Q02750
3EQC	A	Q02750
3EQD	A	Q02750
3EQF	A	Q02750
3EQG	A	Q02750
3EQH	A	Q02750
3EQI	A	Q02750
3EQM	A	P11511
3EQP	A	Q07912
3EQP	B	Q07912
3EQR	A	Q07912
3EQR	B	Q07912
3EQS	A	Q00987
3EQT	A	Q96C10
3EQT	B	Q96C10
3EQY	A	O15151
3EQY	B	O15151
3ERB	A	P06681
3ERD	A	P03372
3ERD	B	P03372
3ERD	C	Q15596
3ERD	D	Q15596
3ERT	A	P03372
3ERY	P	Q02218
3ERY	Q	Q02218
3ERZ	A	P02794
3ERZ	B	P02794
3ERZ	C	P02794
3ERZ	D	P02794
3ERZ	E	P02794
3ERZ	F	P02794
3ERZ	G	P02794
3ERZ	H	P02794
3ERZ	I	P02794
3ERZ	J	P02794
3ERZ	K	P02794
3ERZ	L	P02794
3ES3	A	P02794
3ES6	A	P25311
3ES6	B	P12273
3ESK	A	P31948
3ESK	B	P11142
3ESN	A	P02766
3ESN	B	P02766
3ESO	A	P02766
3ESO	B	P02766
3ESP	A	P02766
3ESP	B	P02766
3ET0	A	P37231
3ET0	B	P37231
3ET1	A	Q07869
3ET1	B	Q07869
3ET1	P	Q15788
3ET1	Q	Q15788
3ET2	A	Q03181
3ET2	B	Q03181
3ET3	A	P37231
3ET3	P	Q15788
3ET7	A	Q14289
3ETA	A	P06213
3ETA	B	P06213
3ETO	A	P46531
3ETO	B	P46531
3EU0	A	P18031
3EU7	A	Q86YC2
3EU7	X	P51587
3EU9	A	Q8IUH5
3EU9	B	Q8IUH5
3EU9	C	Q8IUH5
3EUE	A	Q16831
3EUF	A	Q16831
3EUF	B	Q16831
3EUF	C	Q16831
3EUF	D	Q16831
3EUU	A	P21802
3EUU	B	P21802
3EVI	A	Q8N4E4
3EVI	B	Q8N4E4
3EVJ	I	P01008
3EVJ	L	P01008
3EVS	B	P43026
3EVX	A	Q9Y3C8
3EVX	B	Q9Y3C8
3EVX	C	Q9Y3C8
3EVX	D	Q9Y3C8
3EW0	A	Q9NZ45
3EW0	B	Q9NZ45
3EW3	A	P01236
3EW8	A	Q9BY41
3EWF	A	Q9BY41
3EWF	B	Q9BY41
3EWF	C	Q9BY41
3EWF	D	Q9BY41
3EWH	A	P35968
3EWJ	A	P78536
3EWJ	B	P78536
3EWS	A	Q9UMR2
3EWS	B	Q9UMR2
3EWT	A	P62158
3EWT	E	P25445
3EWU	A	P11172
3EWU	B	P11172
3EWV	A	P62158
3EWV	E	P08138
3EWW	A	P11172
3EWW	B	P11172
3EWX	A	P11172
3EWY	A	P11172
3EWZ	A	P11172
3EWZ	B	P11172
3EWZ	C	P11172
3EWZ	D	P11172
3EX1	A	P11172
3EX1	B	P11172
3EX2	A	P11172
3EX2	B	P11172
3EX3	A	P11172
3EX3	B	P11172
3EX4	A	P11172
3EX6	A	P11172
3EX6	B	P11172
3EX7	A	P61326
3EX7	B	Q9Y5S9
3EX7	C	P38919
3EX7	D	O15234
3EX7	E	P61326
3EX7	G	Q9Y5S9
3EX7	H	P38919
3EX7	I	O15234
3EXE	A	P08559
3EXE	B	P11177
3EXE	C	P08559
3EXE	D	P11177
3EXE	E	P08559
3EXE	F	P11177
3EXE	G	P08559
3EXE	H	P11177
3EXF	A	P08559
3EXF	B	P11177
3EXF	C	P08559
3EXF	D	P11177
3EXF	E	P08559
3EXF	F	P11177
3EXF	G	P08559
3EXF	H	P11177
3EXG	1	P08559
3EXG	2	P11177
3EXG	3	P08559
3EXG	4	P11177
3EXG	5	P08559
3EXG	6	P11177
3EXG	A	P08559
3EXG	B	P11177
3EXG	C	P08559
3EXG	D	P11177
3EXG	E	P08559
3EXG	F	P11177
3EXG	G	P08559
3EXG	H	P11177
3EXG	I	P08559
3EXG	J	P11177
3EXG	K	P08559
3EXG	L	P11177
3EXG	M	P08559
3EXG	N	P11177
3EXG	O	P08559
3EXG	P	P11177
3EXG	Q	P08559
3EXG	R	P11177
3EXG	S	P08559
3EXG	T	P11177
3EXG	U	P08559
3EXG	V	P11177
3EXG	W	P08559
3EXG	X	P11177
3EXG	Y	P08559
3EXG	Z	P11177
3EXH	A	P08559
3EXH	B	P11177
3EXH	C	P08559
3EXH	D	P11177
3EXH	E	P08559
3EXH	F	P11177
3EXH	G	P08559
3EXH	H	P11177
3EXI	A	P08559
3EXI	B	P11177
3EXO	A	P56817
3EXX	A	P01308
3EXX	B	P01308
3EXX	C	P01308
3EXX	D	P01308
3EY4	A	P28845
3EY4	B	P28845
3EY4	C	P28845
3EY4	D	P28845
3EY6	A	Q14318
3EYC	A	P31025
3EYC	B	P31025
3EYC	C	P31025
3EYC	D	P31025
3EYG	A	P23458
3EYH	A	P23458
3EYI	A	Q9H171
3EYI	B	Q9H171
3EYL	A	P98170
3EYL	B	P98170
3EZG	A	Q99497
3EZP	A	Q9BY41
3EZP	B	Q9BY41
3EZQ	A	P25445
3EZQ	B	Q13158
3EZQ	C	P25445
3EZQ	D	Q13158
3EZQ	E	P25445
3EZQ	F	Q13158
3EZQ	G	P25445
3EZQ	H	Q13158
3EZQ	I	P25445
3EZQ	J	Q13158
3EZQ	K	P25445
3EZQ	L	Q13158
3EZQ	M	P25445
3EZQ	N	Q13158
3EZQ	O	P25445
3EZQ	P	Q13158
3EZR	A	P24941
3EZT	A	Q9BY41
3EZT	B	Q9BY41
3EZV	A	P24941
3EZZ	A	Q13115
3EZZ	B	Q13115
3EZZ	C	Q13115
3EZZ	D	Q13115
3EZZ	E	Q13115
3EZZ	F	Q13115
3F00	A	P21579
3F01	A	P21579
3F02	A	Q99574
3F02	B	Q99574
3F02	C	Q99574
3F02	D	Q99574
3F04	A	P21579
3F05	A	P21579
3F06	A	Q9BY41
3F06	B	Q9BY41
3F07	A	Q9BY41
3F07	B	Q9BY41
3F07	C	Q9BY41
3F0R	A	Q9BY41
3F0R	B	Q9BY41
3F0R	C	Q9BY41
3F0W	A	Q9Y6R0
3F1I	C	Q92783
3F1I	H	O14964
3F1I	S	Q92783
3F1N	A	Q99814
3F1N	B	P27540
3F1O	A	Q99814
3F1O	B	P27540
3F1P	A	Q99814
3F1P	B	P27540
3F1Q	A	Q02127
3F1R	A	Q9NP95
3F1R	B	Q9NP95
3F1S	A	Q9UK55
3F1S	B	P22891
3F2A	A	P11309
3F2K	A	Q53H47
3F2K	B	Q53H47
3F2N	A	Q8TF76
3F2O	A	Q96BD6
3F2O	B	Q96BD6
3F2R	A	P35790
3F2R	B	P35790
3F2U	A	P83916
3F31	A	Q13813
3F31	B	Q13813
3F3S	A	Q9Y2S2
3F3S	B	Q9Y2S2
3F3Y	A	Q06520
3F3Y	B	Q06520
3F3Y	C	Q06520
3F3Y	D	Q06520
3F4M	A	Q6P589
3F4X	A	P00918
3F57	A	P11277
3F57	B	P11277
3F59	A	P16157
3F59	B	P16157
3F59	C	P16157
3F59	D	P16157
3F5G	A	P53355
3F5N	A	Q99574
3F5N	B	Q99574
3F5N	C	Q99574
3F5N	D	Q99574
3F5N	E	Q99574
3F5O	A	Q9NPJ3
3F5O	B	Q9NPJ3
3F5O	C	Q9NPJ3
3F5O	D	Q9NPJ3
3F5O	E	Q9NPJ3
3F5O	F	Q9NPJ3
3F5O	G	Q9NPJ3
3F5O	H	Q9NPJ3
3F5U	A	P53355
3F5X	A	P24941
3F5X	B	P20248
3F5X	C	P24941
3F5X	D	P20248
3F62	B	Q14116
3F66	A	P08581
3F66	B	P08581
3F68	H	P00734
3F68	L	P00734
3F6K	A	Q99523
3F6K	N	P30990
3F6Q	A	Q13418
3F6Q	B	P48059
3F6U	H	P04070
3F6U	L	P04070
3F6Y	A	P28907
3F70	A	Q969R5
3F70	B	Q969R5
3F71	A	Q99497
3F74	A	P20701
3F74	B	P20701
3F74	C	P20701
3F78	A	P20701
3F78	B	P20701
3F78	C	P20701
3F7B	A	P22748
3F7B	B	P22748
3F7G	A	Q96CA5
3F7G	B	Q96CA5
3F7G	C	Q96CA5
3F7G	D	Q96CA5
3F7G	E	Q96CA5
3F7H	A	Q96CA5
3F7H	B	Q96CA5
3F7I	A	Q96CA5
3F7I	B	Q96CA5
3F7P	A	Q15149
3F7P	B	Q15149
3F7P	C	P16144
3F7P	D	P16144
3F7P	E	P16144
3F7Q	A	P16144
3F7Q	B	P16144
3F7R	A	P16144
3F7U	A	P22748
3F7U	B	P22748
3F7U	C	P22748
3F7U	D	P22748
3F7Z	A	P49841
3F7Z	B	P49841
3F80	A	P05089
3F80	B	P05089
3F81	A	P51452
3F81	B	P51452
3F82	A	P08581
3F88	A	P49841
3F88	B	P49841
3F8A	A	P29373
3F8E	A	P00918
3F8G	A	P07998
3F8G	B	P07998
3F8S	A	P27487
3F8S	B	P27487
3F8U	A	P30101
3F8U	B	O15533
3F8U	C	P30101
3F8U	D	O15533
3F8Y	A	P00374
3F8Z	A	P00374
3F91	A	P00374
3F92	A	P61086
3F96	A	Q13093
3F96	B	Q13093
3F97	A	Q13093
3F97	B	Q13093
3F98	A	Q13093
3F98	B	Q13093
3F98	C	Q13093
3F9C	A	Q13093
3F9C	B	Q13093
3F9D	A	P29373
3F9D	B	P29373
3F9M	A	P35557
3F9N	A	O14757
3F9P	A	P05164
3F9P	B	P05164
3F9P	C	P05164
3F9P	D	P05164
3F9W	A	Q9NQR1
3F9W	B	Q9NQR1
3F9W	C	Q9NQR1
3F9W	D	Q9NQR1
3F9W	E	P62805
3F9W	F	P62805
3F9W	G	P62805
3F9W	H	P62805
3F9X	A	Q9NQR1
3F9X	B	Q9NQR1
3F9X	C	Q9NQR1
3F9X	D	Q9NQR1
3F9X	E	P62805
3F9X	F	P62805
3F9X	G	P62805
3F9X	H	P62805
3F9Y	A	Q9NQR1
3F9Y	B	Q9NQR1
3F9Y	E	P62805
3F9Y	F	P62805
3F9Z	A	Q9NQR1
3F9Z	B	Q9NQR1
3F9Z	C	Q9NQR1
3F9Z	D	Q9NQR1
3F9Z	E	P62805
3F9Z	F	P62805
3F9Z	G	P62805
3F9Z	H	P62805
3FA2	A	Q99728
3FA2	B	Q99728
3FA6	A	P29373
3FA6	B	P29373
3FA7	A	P29373
3FA7	B	P29373
3FA8	A	P29373
3FA8	B	P29373
3FA9	A	P29373
3FA9	B	P29373
3FAA	A	P36897
3FAA	B	P36897
3FAA	C	P36897
3FAA	D	P36897
3FAA	E	P36897
3FAL	A	P19793
3FAL	C	P19793
3FAP	A	P62942
3FAP	B	P42345
3FAU	A	Q86UW6
3FAU	B	Q86UW6
3FAU	C	Q86UW6
3FAU	D	Q86UW6
3FAY	A	P46940
3FB2	A	Q13813
3FB2	B	Q13813
3FBK	A	P49796
3FBK	B	P49796
3FBY	A	P49747
3FBY	B	P49747
3FBY	C	P49747
3FC1	X	Q16539
3FC2	A	P53350
3FC6	A	P19793
3FC6	C	P19793
3FC8	A	P02766
3FC8	B	P02766
3FCB	A	P02766
3FCB	B	P02766
3FCF	A	P13051
3FCI	A	P13051
3FCK	B	P13051
3FCL	A	P13051
3FCL	B	P13051
3FCO	A	P28845
3FCO	B	P28845
3FCS	A	P08514
3FCS	B	P05106
3FCS	C	P08514
3FCS	D	P05106
3FCU	A	P08514
3FCU	B	P05106
3FCU	C	P08514
3FCU	D	P05106
3FCU	E	P08514
3FCU	F	P05106
3FCX	A	P10768
3FCX	B	P10768
3FD5	A	P49903
3FD5	B	P49903
3FD6	A	P49903
3FD6	B	P49903
3FDL	A	Q07817
3FDL	B	O43521
3FDM	A	Q07817
3FDM	B	Q07817
3FDM	C	Q07817
3FDN	A	O14965
3FDR	A	Q9Y2W6
3FDT	A	P45973
3FDW	A	Q96C24
3FDW	B	Q96C24
3FE0	A	P61626
3FE1	A	P17066
3FE1	B	P17066
3FE1	C	P17066
3FE2	A	P17844
3FE2	B	P17844
3FE3	A	P27448
3FE3	B	P27448
3FE4	A	P23280
3FE4	B	P23280
3FE7	A	O15151
3FEC	A	Q9Y3Q0
3FED	A	Q9Y3Q0
3FEE	A	Q9Y3Q0
3FEG	A	Q9Y259
3FEH	A	O75689
3FEI	A	Q07869
3FEI	Z	Q15788
3FEJ	A	P37231
3FEJ	B	Q15788
3FEK	A	P29373
3FEK	B	P29373
3FEL	A	P29373
3FEL	B	P29373
3FEN	A	P29373
3FEN	B	P29373
3FEO	A	Q05BQ5
3FEO	B	Q05BQ5
3FEP	A	P29373
3FER	A	O75369
3FER	B	O75369
3FER	C	O75369
3FER	D	O75369
3FEX	A	Q09161
3FEX	B	P52298
3FEX	C	P52292
3FEY	A	Q09161
3FEY	B	P52298
3FEY	C	P52292
3FF3	A	Q9Y3Q0
3FF6	A	O00763
3FF6	B	O00763
3FF6	C	O00763
3FF6	D	O00763
3FF7	A	P12830
3FF7	B	P12830
3FF7	C	Q96E93
3FF7	D	Q96E93
3FF8	A	P12830
3FF8	B	P12830
3FFD	P	P12272
3FFG	A	P00742
3FFG	L	P00742
3FFK	A	P06396
3FFK	D	P06396
3FFL	A	Q9UJX3
3FFL	B	Q9UJX3
3FFL	C	Q9UJX3
3FFL	D	Q9UJX3
3FFM	A	O95257
3FFN	A	P06396
3FFN	B	P06396
3FFP	X	P00918
3FG6	A	Q9Y6U3
3FG6	B	Q9Y6U3
3FG6	C	Q9Y6U3
3FG6	D	Q9Y6U3
3FG6	E	Q9Y6U3
3FG6	F	Q9Y6U3
3FG6	G	Q9Y6U3
3FG6	H	Q9Y6U3
3FG7	A	P09327
3FG7	B	P09327
3FGA	B	Q13362
3FGA	C	P67775
3FGA	D	Q5FBB7
3FGH	A	Q00059
3FGM	A	P05230
3FGM	B	P05230
3FGQ	A	Q99574
3FGQ	B	Q99574
3FGS	A	P02787
3FGU	A	P35557
3FH5	A	P09960
3FH7	A	P09960
3FH8	A	P09960
3FHB	A	Q9Y6F1
3FHC	A	P35658
3FHC	B	Q9UMR2
3FHE	A	P09960
3FHR	A	Q16644
3FHT	A	Q9UMR2
3FHT	B	Q9UMR2
3FHX	A	O00764
3FHX	B	O00764
3FHY	A	O00764
3FHY	B	O00764
3FI2	A	P53779
3FI3	A	P53779
3FI4	A	Q16539
3FIA	A	Q15811
3FIB	A	P02679
3FIE	C	P63027
3FIE	D	P63027
3FII	B	P63027
3FIT	A	P49789
3FJ6	A	Q02127
3FJ8	A	P05230
3FJ8	B	P05230
3FJ9	A	P05230
3FJ9	B	P05230
3FJA	A	P05230
3FJA	B	P05230
3FJB	A	P05230
3FJB	B	P05230
3FJC	A	P05230
3FJC	B	P05230
3FJD	A	P05230
3FJD	B	P05230
3FJE	A	P05230
3FJE	B	P05230
3FJF	A	P05230
3FJF	B	P05230
3FJH	A	P05230
3FJH	B	P05230
3FJI	A	P05230
3FJI	B	P05230
3FJI	C	P05230
3FJI	D	P05230
3FJJ	A	P05230
3FJJ	B	P05230
3FJK	A	P05230
3FJK	B	P05230
3FJK	C	P05230
3FJK	D	P05230
3FJL	A	Q02127
3FJO	A	P16435
3FJT	A	P01857
3FJT	B	P01857
3FJU	A	P15085
3FK2	A	Q9NRY4
3FK2	B	Q9NRY4
3FK2	C	Q9NRY4
3FK2	D	Q9NRY4
3FKC	A	Q86T24
3FKL	A	Q16539
3FKN	A	Q16539
3FKO	A	Q16539
3FKT	A	P56817
3FL4	A	Q16539
3FL7	A	P29317
3FLG	A	Q9UBC3
3FLI	A	Q96RI1
3FLN	C	Q16539
3FLQ	A	Q16539
3FLS	A	Q16539
3FLV	A	Q5T8D3
3FLV	B	Q5T8D3
3FLW	A	Q16539
3FLY	A	Q16539
3FLZ	A	Q16539
3FM0	A	O76071
3FM8	A	Q9NQT8
3FM8	B	Q9NQT8
3FM8	C	O75689
3FM8	D	O75689
3FMD	A	Q8TF76
3FME	A	P52564
3FMH	A	Q16539
3FMJ	A	Q16539
3FMK	A	Q16539
3FML	A	Q16539
3FMM	A	Q16539
3FMN	A	Q16539
3FMO	A	P35658
3FMO	B	Q9UMR2
3FMP	A	P35658
3FMP	B	Q9UMR2
3FMP	C	P35658
3FMP	D	Q9UMR2
3FMZ	A	P02753
3FMZ	B	P02753
3FN1	A	Q8TBC4
3FN1	B	Q969M7
3FN3	A	Q9NZQ7
3FN3	B	Q9NZQ7
3FNV	A	Q8N5K1
3FNV	B	Q8N5K1
3FO5	A	Q8WXI4
3FO5	B	Q8WXI4
3FOG	A	Q15036
3FPD	A	Q9H9B1
3FPD	B	Q9H9B1
3FPM	A	P49137
3FPO	A	P10997
3FQ4	A	P16144
3FQ4	B	P16144
3FQ9	A	P01308
3FQ9	B	P01308
3FQ9	C	P01308
3FQ9	D	P01308
3FQE	A	P43405
3FQH	A	P43405
3FQH	B	P43405
3FQS	A	P43405
3FR0	A	P35557
3FR1	A	P10997
3FR2	A	P15090
3FR4	A	P15090
3FR5	A	P15090
3FRG	A	Q07343
3FRJ	A	P28845
3FRJ	B	P28845
3FRR	A	P53990
3FRS	A	P53990
3FRT	A	Q9Y3E7
3FRT	B	Q9Y3E7
3FRV	A	Q9Y3E7
3FS1	A	P41235
3FS6	A	P00374
3FSF	A	Q16539
3FSK	A	Q16539
3FSO	A	P16144
3FSO	B	P16144
3FT5	A	P07900
3FT8	A	P07900
3FTH	A	P10997
3FTH	B	P10997
3FTK	A	P10997
3FTL	A	P10997
3FTL	B	P10997
3FTR	A	P10997
3FTS	A	P09960
3FTU	A	P09960
3FTV	A	P09960
3FTW	A	P09960
3FTX	A	P09960
3FTY	A	P09960
3FTZ	A	P09960
3FU0	A	P09960
3FU3	A	P09960
3FU5	A	P09960
3FU6	A	P09960
3FUB	B	P39905
3FUB	D	P39905
3FUD	A	P09960
3FUE	A	P09960
3FUF	A	P09960
3FUG	A	P19793
3FUG	B	Q15596
3FUH	A	P09960
3FUI	A	P09960
3FUJ	A	P09960
3FUK	A	P09960
3FUL	A	P09960
3FUM	A	P09960
3FUN	A	P09960
3FUP	A	O60674
3FUP	B	O60674
3FUR	A	P37231
3FUR	H	Q15788
3FUZ	A	P39086
3FUZ	B	P39086
3FV1	A	P39086
3FV1	B	P39086
3FV2	A	P39086
3FV2	B	P39086
3FV8	A	P53779
3FVG	A	P39086
3FVG	B	P39086
3FVH	A	P53350
3FVK	A	P39086
3FVK	B	P39086
3FVN	A	P39086
3FVN	B	P39086
3FVO	A	P39086
3FVO	B	P39086
3FVS	A	Q16773
3FVS	B	Q16773
3FVU	A	Q16773
3FVU	B	Q16773
3FVX	A	Q16773
3FVX	B	Q16773
3FVY	A	Q9NY33
3FW1	A	P16083
3FW3	A	P22748
3FW3	B	P22748
3FW4	A	P80188
3FW4	B	P80188
3FW4	C	P80188
3FW5	A	P80188
3FW5	B	P80188
3FW5	C	P80188
3FWQ	A	P68400
3FWQ	B	P68400
3FWV	A	P31948
3FWV	B	P31948
3FWV	C	P08238
3FWV	D	P08238
3FXI	A	O00206
3FXI	B	O00206
3FXI	C	Q9Y6Y9
3FXI	D	Q9Y6Y9
3FXJ	A	P35813
3FXK	A	P35813
3FXL	A	P35813
3FXM	A	P35813
3FXO	A	P35813
3FXT	A	P53370
3FXT	B	P53370
3FXT	C	P53370
3FXT	D	P53370
3FXT	E	P53370
3FXT	F	P53370
3FXT	G	P53370
3FXT	H	P53370
3FXV	A	Q96RI1
3FXV	B	Q15788
3FXW	A	Q16644
3FXX	A	P29320
3FXY	A	Q9BZP6
3FXY	B	Q9BZP6
3FXY	C	Q9BZP6
3FXY	D	Q9BZP6
3FXZ	A	Q13153
3FY0	A	Q13153
3FY1	A	Q9BZP6
3FY1	B	Q9BZP6
3FY2	A	P29320
3FY7	A	O95833
3FY7	B	O95833
3FYJ	X	P49137
3FYK	X	P49137
3FZ1	A	P24941
3FZF	A	P11142
3FZF	B	Q99933
3FZH	A	P11142
3FZH	B	Q99933
3FZK	A	P11142
3FZK	B	Q99933
3FZL	A	P11142
3FZL	B	Q99933
3FZM	A	P11142
3FZM	B	Q99933
3FZO	A	Q14289
3FZP	A	Q14289
3FZR	A	Q14289
3FZS	A	Q14289
3FZT	A	Q14289
3G03	A	Q00987
3G03	C	Q00987
3G04	C	P16473
3G07	A	Q7L2J0
3G07	B	Q7L2J0
3G07	C	Q7L2J0
3G07	D	Q7L2J0
3G07	E	Q7L2J0
3G07	F	Q7L2J0
3G0B	A	P27487
3G0B	B	P27487
3G0B	C	P27487
3G0B	D	P27487
3G0C	A	P27487
3G0C	B	P27487
3G0C	C	P27487
3G0C	D	P27487
3G0D	A	P27487
3G0D	B	P27487
3G0D	C	P27487
3G0D	D	P27487
3G0E	A	P10721
3G0F	A	P10721
3G0F	B	P10721
3G0G	A	P27487
3G0G	B	P27487
3G0G	C	P27487
3G0G	D	P27487
3G0H	A	Q9UMR2
3G0J	A	Q86U86
3G0J	B	Q86U86
3G0L	A	Q9UIF8
3G0U	A	Q02127
3G0X	A	Q02127
3G15	A	P35790
3G15	B	P35790
3G1E	A	P08670
3G1E	B	P08670
3G1N	A	Q7Z6Z7
3G1N	B	Q7Z6Z7
3G1R	A	P51857
3G1R	B	P51857
3G2F	A	Q13873
3G2F	B	Q13873
3G2G	A	P14618
3G2G	B	P14618
3G2G	C	P14618
3G2G	D	P14618
3G2S	A	Q9UJY5
3G2S	B	Q9UJY5
3G2S	C	Q92673
3G2S	D	Q92673
3G2T	A	Q9UJY5
3G2T	B	Q9UJY5
3G2T	C	Q92673
3G2T	D	Q92673
3G2U	A	Q9UJY5
3G2U	B	Q9UJY5
3G2U	C	Q99523
3G2U	D	Q99523
3G2V	A	Q9UJY5
3G2V	B	Q9UJY5
3G2V	C	Q99523
3G2V	D	Q99523
3G2W	A	Q9UJY5
3G2W	B	Q9UJY5
3G2W	C	Q9UJY5
3G2W	D	Q9UJY5
3G33	A	P11802
3G33	B	P30281
3G33	C	P11802
3G33	D	P30281
3G36	A	Q9C005
3G36	B	Q9C005
3G36	C	Q9C005
3G36	D	Q9C005
3G3D	A	P11172
3G3D	B	P11172
3G3E	A	P14920
3G3E	B	P14920
3G3E	C	P14920
3G3E	D	P14920
3G3M	A	P11172
3G3N	A	Q13946
3G42	A	P78536
3G42	B	P78536
3G42	C	P78536
3G42	D	P78536
3G43	A	P62158
3G43	B	P62158
3G43	C	P62158
3G43	D	P62158
3G43	E	Q13936
3G43	F	Q13936
3G45	A	Q07343
3G45	B	Q07343
3G4E	A	Q15493
3G4E	B	Q15493
3G4G	A	Q08499
3G4G	B	Q08499
3G4G	C	Q08499
3G4G	D	Q08499
3G4H	A	Q15493
3G4H	B	Q15493
3G4I	A	Q08499
3G4I	B	Q08499
3G4I	C	Q08499
3G4I	D	Q08499
3G4K	A	Q08499
3G4K	B	Q08499
3G4K	C	Q08499
3G4K	D	Q08499
3G4L	A	Q08499
3G4L	B	Q08499
3G4L	C	Q08499
3G4L	D	Q08499
3G58	A	Q08499
3G58	B	Q08499
3G58	C	Q08499
3G58	D	Q08499
3G5C	A	Q9P0K1
3G5C	B	Q9P0K1
3G5E	A	P15121
3G5K	A	Q9HBH1
3G5K	B	Q9HBH1
3G5K	C	Q9HBH1
3G5K	D	Q9HBH1
3G5M	A	P16083
3G5M	B	P16083
3G5P	A	Q9HBH1
3G5P	B	Q9HBH1
3G5P	C	Q9HBH1
3G5P	D	Q9HBH1
3G5V	C	P00533
3G5Y	E	P00533
3G65	A	Q99638
3G65	B	O60671
3G65	C	O60921
3G6D	A	P35225
3G6V	A	Q9UNA4
3G6X	A	Q9UNA4
3G6Y	A	Q9UNA4
3G6Z	A	P00797
3G6Z	B	P00797
3G70	A	P00797
3G70	B	P00797
3G72	A	P00797
3G72	B	P00797
3G73	A	Q08050
3G73	B	Q08050
3G76	A	P98170
3G76	B	P98170
3G76	C	P98170
3G76	D	P98170
3G76	E	P98170
3G76	F	P98170
3G76	G	P98170
3G76	H	P98170
3G7C	A	Q16625
3G7V	A	P10997
3G7V	B	P10997
3G7V	C	P10997
3G7V	D	P10997
3G7W	A	P10997
3G81	A	P35247
3G81	B	P35247
3G81	C	P35247
3G83	A	P35247
3G83	B	P35247
3G83	C	P35247
3G84	A	P35247
3G84	B	P35247
3G84	C	P35247
3G8I	A	Q07869
3G8I	Z	Q15788
3G8O	A	P06401
3G8O	B	P06401
3G8S	A	P09012
3G8S	B	P09012
3G8S	C	P09012
3G8S	D	P09012
3G8T	A	P09012
3G8T	B	P09012
3G8T	C	P09012
3G8T	D	P09012
3G90	X	P53779
3G96	A	P09012
3G96	B	P09012
3G96	C	P09012
3G96	D	P09012
3G9C	A	P09012
3G9C	B	P09012
3G9C	C	P09012
3G9C	D	P09012
3G9E	A	P37231
3G9E	B	Q15788
3G9L	X	P53779
3G9N	A	P53779
3G9V	A	Q969J5
3G9V	B	Q9GZX6
3G9V	C	Q969J5
3G9V	D	Q9GZX6
3G9W	C	P05556
3G9W	D	P05556
3G9Y	A	O95218
3GA1	A	Q96RE7
3GA1	B	Q96RE7
3GA3	A	Q9BYX4
3GAL	A	P47929
3GAL	B	P47929
3GAM	A	P16083
3GAM	B	P16083
3GAU	A	P08603
3GAV	A	P08603
3GAW	A	P08603
3GAX	A	P01034
