modelid	unp
ENSP00000370991_4	P45378
ENSP00000299106_4	Q9BX67
ENSP00000359156_1	Q96DD0
ENSP00000283921_5	P31260
ENSP00000024061_2	Q5BKX6
ENSP00000369402_1	Q96LB3
ENSP00000415371_1	P32241
ENSP00000402766_4	Q6NXG1
ENSP00000429803_1	Q3ZCT1
ENSP00000346566_8	Q14008
ENSP00000439522_5	Q9NQ48
ENSP00000435022_2	Q1MX18
ENSP00000371636_4	P07202
ENSP00000364119_4	P20042
ENSP00000397354_3	Q92782
ENSP00000237247_1	Q9BQI5
ENSP00000413889_2	A6QL63
ENSP00000369374_3	P84550
ENSP00000416654_6	P26045
ENSP00000351379_2	P60673
ENSP00000377162_2	O94875
ENSP00000259782_2	Q9UJW2
ENSP00000451162_2	Q6ZU80
ENSP00000458991_1	Q05996
ENSP00000356379_3	Q8IZT6
ENSP00000323926_1	Q7Z2W7
ENSP00000393596_1	Q9NR09
ENSP00000447900_2	Q00872
ENSP00000472116_1	Q8TAC2
ENSP00000276974_4	Q96NU0
ENSP00000302486_3	Q02750
ENSP00000351250_7	Q9UPN9
ENSP00000244303_3	Q9Y2N7
ENSP00000412856_3	Q99623
ENSP00000310649_4	Q8TDC3
ENSP00000341781_6	Q8WXH0
ENSP00000351273_3	Q14790
ENSP00000263373_10	Q9H254
ENSP00000463111_3	Q68D86
ENSP00000353544_3	Q15468
ENSP00000269886_1	Q99961
ENSP00000342797_1	O95258
ENSP00000298229_3	O15357
ENSP00000426027_2	Q13576
ENSP00000424853_4	Q96A23
ENSP00000346927_3	Q93015
ENSP00000366774_7	Q9P2S2
ENSP00000244458_2	Q9BY11
ENSP00000323645_2	Q8N584
ENSP00000386502_6	A6NGH8
ENSP00000233242_6	P04114
ENSP00000342112_4	Q8WWI1
ENSP00000435835_5	Q9NZC4
ENSP00000462223_1	P02686
ENSP00000441802_3	O60245
ENSP00000267426_1	A5D6W6
ENSP00000417207_2	P14651
ENSP00000222543_3	P48307
ENSP00000384801_2	Q63HM2
ENSP00000356410_2	Q9NS18
ENSP00000461577_1	Q8N8Q3
ENSP00000322550_3	Q9BZ11
ENSP00000348478_5	Q8IYT4
ENSP00000260810_5	Q92547
ENSP00000323763_5	Q9NVK5
ENSP00000424609_4	Q8TED0
ENSP00000319664_3	Q9Y266
ENSP00000327846_3	A6NKC9
ENSP00000417580_1	Q2TAA2
ENSP00000363310_5	Q8NA23
ENSP00000452746_1	O43586
ENSP00000356210_2	Q9UKT4
ENSP00000355003_2	Q6H8Q1
ENSP00000382476_9	Q7Z745
ENSP00000363061_5	Q9H4G0
ENSP00000373918_2	P41250
ENSP00000262189_12	Q8NEZ4
ENSP00000422337_1	Q86WP2
ENSP00000431611_2	Q9H2Y9
ENSP00000361047_2	Q9NP73
ENSP00000381577_10	Q70CQ2
ENSP00000420716_3	Q6PIY5
ENSP00000409795_3	P55209
ENSP00000368447_1	Q8IXQ4
ENSP00000307071_1	Q8WUR7
ENSP00000437631_4	P17948
ENSP00000354201_1	Q9H832
ENSP00000396452_1	Q08623
ENSP00000217246_4	A1Z1Q3
ENSP00000345008_4	Q9UBX5
ENSP00000263710_2	Q7Z460
ENSP00000261244_1	Q9BVV6
ENSP00000417116_2	Q6XYB7
ENSP00000282908_1	Q9NY57
ENSP00000336868_3	P49450
ENSP00000386848_5	Q5HYK7
ENSP00000368884_3	P51812
ENSP00000384531_3	Q9Y6A1
ENSP00000404493_1	Q53H96
ENSP00000350961_1	Q96GE9
ENSP00000303909_8	Q12979
ENSP00000305483_5	Q9BU19
ENSP00000225298_4	Q9Y5J1
ENSP00000357383_1	P15941
ENSP00000347691_2	Q6ZR52
ENSP00000353890_4	Q9H6Q3
ENSP00000355467_2	Q8NBX0
ENSP00000395086_4	Q9BSJ1
ENSP00000340004_2	Q8TBZ8
ENSP00000302867_2	Q8NG95
ENSP00000262407_1	P08514
ENSP00000272134_2	O75610
ENSP00000332454_5	P57078
ENSP00000422377_1	Q9P0K7
ENSP00000252996_1	O00268
ENSP00000458307_4	Q6P531
ENSP00000386844_6	P12111
ENSP00000341044_1	O00763
ENSP00000276893_10	Q96PU4
ENSP00000352780_3	Q9Y3R0
ENSP00000372023_3	O96017
ENSP00000358497_2	O60942
ENSP00000332687_1	P53671
ENSP00000267436_3	Q9H9P8
ENSP00000335493_1	O60548
ENSP00000445072_3	Q9ULK4
ENSP00000456822_1	Q3B7T3
ENSP00000360202_1	Q8N3U4
ENSP00000385722_7	Q8N201
ENSP00000234040_1	Q96RG2
ENSP00000276431_2	O14763
ENSP00000340998_2	Q9HB63
ENSP00000303540_2	P35498
ENSP00000463768_2	O43236
ENSP00000360593_1	Q96BR5
ENSP00000348359_9	Q86UU1
ENSP00000385093_4	O75334
ENSP00000342169_3	Q8N6V9
ENSP00000357122_2	Q6K0P9
ENSP00000393052_1	Q9C035
ENSP00000361800_1	Q96EX3
ENSP00000402343_3	Q96JG9
ENSP00000462799_4	Q9UFV1
ENSP00000310036_2	P28906
ENSP00000276594_4	Q9GZV8
ENSP00000337993_1	Q5T4F4
ENSP00000284548_10	Q5VST9
ENSP00000368972_3	Q96T17
ENSP00000357052_1	Q5TAQ9
ENSP00000315925_3	Q96IJ6
ENSP00000388058_4	Q13315
ENSP00000387046_2	Q96MI6
ENSP00000453508_14	Q9Y4G6
ENSP00000261655_3	O15034
ENSP00000349156_1	Q8IUQ4
ENSP00000367581_11	Q6UB99
ENSP00000376534_7	Q9UIF8
ENSP00000366269_2	Q8NHM5
ENSP00000362139_8	Q5JZY3
ENSP00000308022_1	Q86TJ2
ENSP00000240361_9	Q8IWB6
ENSP00000264601_2	Q9H0T7
ENSP00000371348_1	Q4KMG9
ENSP00000263665_4	Q9P232
ENSP00000367552_2	Q8NDN9
ENSP00000262101_3	P21757
ENSP00000436812_5	Q9HC84
ENSP00000231454_1	P05113
ENSP00000425424_1	Q6UXG8
ENSP00000280696_1	P10828
ENSP00000259357_1	Q8NGS3
ENSP00000248899_3	Q15080
ENSP00000369554_1	P01563
ENSP00000056217_1	Q12774
ENSP00000252338_1	O75949
ENSP00000380061_4	Q9NX65
ENSP00000471099_1	Q15853
ENSP00000380731_6	P23468
ENSP00000292476_3	O95639
ENSP00000379069_12	Q9UN86
ENSP00000255613_3	Q86Y97
ENSP00000411626_4	P50549
ENSP00000394546_1	Q5SYE7
ENSP00000438739_2	P37088
ENSP00000312066_1	Q9UHB9
ENSP00000315098_3	Q14507
ENSP00000371001_1	P45378
ENSP00000221200_5	Q7L273
ENSP00000379633_1	P31260
ENSP00000415371_2	P32241
ENSP00000294652_1	Q5VWK0
ENSP00000024061_3	Q5BKX6
ENSP00000437955_1	Q16665
ENSP00000395742_1	Q9BX67
ENSP00000402766_5	Q6NXG1
ENSP00000426909_2	P63244
ENSP00000441784_1	Q9NQ48
ENSP00000297145_1	Q1RMZ1
ENSP00000377162_3	O94875
ENSP00000358400_6	Q9NU22
ENSP00000371636_5	P07202
ENSP00000349960_1	P60709
ENSP00000397354_4	Q92782
ENSP00000259782_3	Q9UJW2
ENSP00000369374_4	P84550
ENSP00000276974_5	Q96NU0
ENSP00000413889_3	A6QL63
ENSP00000447900_3	Q00872
ENSP00000244303_4	Q9Y2N7
ENSP00000257264_1	P20061
ENSP00000458991_2	Q05996
ENSP00000472116_2	Q8TAC2
ENSP00000359157_1	Q96DD0
ENSP00000412856_4	Q99623
ENSP00000395384_1	P26045
ENSP00000420212_1	P0C0L4
ENSP00000369402_2	Q96LB3
ENSP00000369375_1	Q02763
ENSP00000356379_4	Q8IZT6
ENSP00000429803_2	Q3ZCT1
ENSP00000463111_4	Q68D86
ENSP00000351250_8	Q9UPN9
ENSP00000310649_5	Q8TDC3
ENSP00000351273_4	Q14790
ENSP00000451162_3	Q6ZU80
ENSP00000393596_2	Q9NR09
ENSP00000237247_2	Q9BQI5
ENSP00000346927_4	Q93015
ENSP00000323926_2	Q7Z2W7
ENSP00000298229_4	O15357
ENSP00000385415_1	A6NGK3
ENSP00000354455_1	O95258
ENSP00000424853_5	Q96A23
ENSP00000323645_3	Q8N584
ENSP00000360944_1	Q15468
ENSP00000366774_8	Q9P2S2
ENSP00000417207_3	P14651
ENSP00000342112_5	Q8WWI1
ENSP00000356410_3	Q9NS18
ENSP00000244458_3	Q9BY11
ENSP00000348119_1	Q9NZC7
ENSP00000263373_11	Q9H254
ENSP00000222543_4	P48307
ENSP00000323780_1	Q92551
ENSP00000426027_3	Q13576
ENSP00000396283_1	Q9Y267
ENSP00000354877_1	Q8IYT8
ENSP00000327846_4	A6NKC9
ENSP00000417580_2	Q2TAA2
ENSP00000437556_1	Q9NVK5
ENSP00000377304_1	A5D8T8
ENSP00000361895_1	Q8NA29
ENSP00000429190_1	Q8N8Q3
ENSP00000355003_3	Q6H8Q1
ENSP00000269886_2	Q99961
ENSP00000346566_9	Q14008
ENSP00000384801_3	Q63HM2
ENSP00000281623_1	Q9UKT5
ENSP00000441802_4	O60245
ENSP00000431611_3	Q9H2Y9
ENSP00000322550_4	Q9BZ11
ENSP00000373918_3	P41250
ENSP00000424609_5	Q8TED0
ENSP00000378260_1	Q9NP73
ENSP00000421709_1	Q86WP2
ENSP00000447793_1	P55209
ENSP00000420716_4	Q6PIY5
ENSP00000382476_10	Q7Z745
ENSP00000345008_5	Q9UBX5
ENSP00000366178_1	Q9H4G1
ENSP00000217246_5	A1Z1Q3
ENSP00000441208_1	Q08623
ENSP00000417116_3	Q6XYB7
ENSP00000355922_1	P49454
ENSP00000261835_1	Q9Y6A2
ENSP00000452746_2	O43586
ENSP00000355427_1	Q9BU19
ENSP00000225298_5	Q9Y5J1
ENSP00000247655_1	P15954
ENSP00000262189_13	Q8NEZ4
ENSP00000386848_6	Q5HYK7
ENSP00000303909_9	Q12979
ENSP00000347691_3	Q6ZR52
ENSP00000359245_3	P78363
ENSP00000368447_2	Q8IXQ4
ENSP00000353890_5	Q9H6Q3
ENSP00000350961_2	Q96GE9
ENSP00000340004_3	Q8TBZ8
ENSP00000404493_2	Q53H96
ENSP00000354201_2	Q9H832
ENSP00000368884_4	P51812
ENSP00000272134_3	O75610
ENSP00000437631_5	P17948
ENSP00000307071_2	Q8WUR7
ENSP00000422377_2	Q9P0K7
ENSP00000252936_1	Q9BSJ2
ENSP00000233242_7	P04114
ENSP00000311500_1	Q6P582
ENSP00000352780_4	Q9Y3R0
ENSP00000263710_3	Q7Z460
ENSP00000282908_2	Q9NY57
ENSP00000302867_3	Q8NG95
ENSP00000386844_7	P12111
ENSP00000434182_1	Q96PU4
ENSP00000456822_2	Q3B7T3
ENSP00000332454_6	P57078
ENSP00000358497_3	O60942
ENSP00000357040_1	Q9ULK5
ENSP00000355467_3	Q8NBX0
ENSP00000367407_1	O60551
ENSP00000372023_4	O96017
ENSP00000276431_3	O14763
ENSP00000357122_3	Q6K0P9
ENSP00000258198_1	O43237
ENSP00000316130_1	Q8N205
ENSP00000252996_2	O00268
ENSP00000267436_4	Q9H9P8
ENSP00000303540_3	P35498
ENSP00000342169_4	Q8N6V9
ENSP00000332687_2	P53671
ENSP00000275736_1	Q9C037
ENSP00000310036_3	P28906
ENSP00000276594_5	Q9GZV8
ENSP00000360593_2	Q96BR5
ENSP00000315925_4	Q96IJ6
ENSP00000340998_3	Q9HB63
ENSP00000368972_4	Q96T17
ENSP00000381428_1	Q9UFW8
ENSP00000385093_5	O75334
ENSP00000341044_2	O00763
ENSP00000348359_10	Q86UU1
ENSP00000262407_2	P08514
ENSP00000361800_2	Q96EX3
ENSP00000387046_3	Q96MI6
ENSP00000371348_2	Q4KMG9
ENSP00000376534_8	Q9UIF8
ENSP00000264601_3	Q9H0T7
ENSP00000347430_1	P21757
ENSP00000261655_4	O15034
ENSP00000362139_9	Q5JZY3
ENSP00000263665_5	Q9P232
ENSP00000240361_10	Q8IWB6
ENSP00000284548_11	Q5VST9
ENSP00000360202_2	Q8N3U4
ENSP00000367552_3	Q8NDN9
ENSP00000453508_15	Q9Y4G6
ENSP00000252453_1	Q6UXH0
ENSP00000471099_2	Q15853
ENSP00000380334_1	Q15080
ENSP00000370125_1	P05114
ENSP00000308022_2	Q86TJ2
ENSP00000395311_1	O95639
ENSP00000349156_2	Q8IUQ4
ENSP00000391787_1	Q9NX65
ENSP00000234040_2	Q96RG2
ENSP00000261244_2	Q9BVV6
ENSP00000369554_2	P01563
ENSP00000381577_11	Q70CQ2
ENSP00000402343_4	Q96JG9
ENSP00000366269_3	Q8NHM5
ENSP00000411626_5	P50549
ENSP00000397296_1	Q86Y97
ENSP00000267884_1	P37108
ENSP00000315098_4	Q14507
ENSP00000379633_2	P31260
ENSP00000252338_2	O75949
ENSP00000379069_13	Q9UN86
ENSP00000445701_1	P32241
ENSP00000357052_2	Q5TAQ9
ENSP00000380735_1	P23468
ENSP00000337993_2	Q5T4F4
ENSP00000371001_2	P45378
ENSP00000402766_6	Q6NXG1
ENSP00000024061_4	Q5BKX6
ENSP00000394546_2	Q5SYE7
ENSP00000405620_1	Q7L2E3
ENSP00000395742_2	Q9BX67
ENSP00000441784_2	Q9NQ48
ENSP00000312066_2	Q9UHB9
ENSP00000259782_4	Q9UJW2
ENSP00000397482_1	O94875
ENSP00000441848_1	P63252
ENSP00000437955_2	Q16665
ENSP00000259357_2	Q8NGS3
ENSP00000342313_1	Q96NU1
ENSP00000369374_5	P84550
ENSP00000371636_6	P07202
ENSP00000370614_1	Q92784
ENSP00000436812_6	Q9HC84
ENSP00000472116_3	Q8TAC2
ENSP00000359157_2	Q96DD0
ENSP00000321345_1	Q5VWK5
ENSP00000426279_1	Q1W4C9
ENSP00000244293_1	Q00887
ENSP00000413889_4	A6QL63
ENSP00000429803_3	Q3ZCT1
ENSP00000300862_1	Q9Y2N7
ENSP00000369402_3	Q96LB3
ENSP00000349960_2	P60709
ENSP00000280696_2	P10828
ENSP00000441875_1	Q99623
ENSP00000365561_1	Q05BQ5
ENSP00000367581_12	Q6UB99
ENSP00000257264_2	P20061
ENSP00000395384_2	P26045
ENSP00000391893_1	Q93015
ENSP00000314776_1	Q68D91
ENSP00000393596_3	Q9NR09
ENSP00000356379_5	Q8IZT6
ENSP00000298229_5	O15357
ENSP00000451162_4	Q6ZU80
ENSP00000237247_3	Q9BQI5
ENSP00000376087_1	Q14790
ENSP00000351250_9	Q9UPN9
ENSP00000467357_1	Q8TDC3
ENSP00000341781_7	Q8WXH0
ENSP00000444642_1	O95258
ENSP00000369375_2	Q02763
ENSP00000270642_1	A6NGN9
ENSP00000424853_6	Q96A23
ENSP00000323926_3	Q7Z2W7
ENSP00000417207_4	P14651
ENSP00000388058_5	Q13315
ENSP00000323645_4	Q8N584
ENSP00000056217_2	Q12774
ENSP00000356430_1	Q9NS28
ENSP00000363856_1	Q8WWI5
ENSP00000244458_4	Q9BY11
ENSP00000366774_9	Q9P2S2
ENSP00000360097_1	P48357
ENSP00000327846_5	A6NKC9
ENSP00000360944_2	Q15468
ENSP00000437556_2	Q9NVK5
ENSP00000218316_1	Q13585
ENSP00000348119_2	Q9NZC7
ENSP00000430236_1	Q2TAA5
ENSP00000355003_4	Q6H8Q1
ENSP00000323780_2	Q92551
ENSP00000429190_2	Q8N8Q3
ENSP00000384801_4	Q63HM2
ENSP00000269886_3	Q99961
ENSP00000431611_4	Q9H2Y9
ENSP00000396283_2	Q9Y267
ENSP00000348912_1	Q9BZ11
ENSP00000354877_2	Q8IYT8
ENSP00000439311_1	O60248
ENSP00000440796_1	Q8TED0
ENSP00000377304_2	A5D8T8
ENSP00000447793_2	P55209
ENSP00000345008_6	Q9UBX5
ENSP00000296812_1	Q9UKT5
ENSP00000332823_1	Q86WQ0
ENSP00000378260_2	Q9NP73
ENSP00000296783_1	Q6PIY7
ENSP00000361895_2	Q8NA29
ENSP00000373918_4	P41250
ENSP00000378401_1	Q08629
ENSP00000366178_2	Q9H4G1
ENSP00000385290_1	A1Z1Q3
ENSP00000420212_2	P0C0L4
ENSP00000417116_4	Q6XYB7
ENSP00000263373_12	Q9H254
ENSP00000452746_3	O43586
ENSP00000225298_6	Q9Y5J1
ENSP00000355427_2	Q9BU19
ENSP00000382476_11	Q7Z745
ENSP00000346566_10	Q14008
ENSP00000386848_7	Q5HYK7
ENSP00000347691_4	Q6ZR52
ENSP00000261835_2	Q9Y6A2
ENSP00000353890_6	Q9H6Q3
ENSP00000445198_1	Q12979
ENSP00000365858_1	P15976
ENSP00000323270_1	Q8IXQ5
ENSP00000359245_4	P78363
ENSP00000404493_3	Q53H96
ENSP00000266252_1	Q96GF1
ENSP00000354201_3	Q9H832
ENSP00000340004_4	Q8TBZ8
ENSP00000403987_1	Q8WUR7
ENSP00000355922_2	P49454
ENSP00000254928_1	O75616
ENSP00000368884_5	P51812
ENSP00000437841_1	P17948
ENSP00000422377_3	Q9P0K7
ENSP00000434182_2	Q96PU4
ENSP00000456822_3	Q3B7T3
ENSP00000358497_4	O60942
ENSP00000262189_14	Q8NEZ4
ENSP00000352780_5	Q9Y3R0
ENSP00000282908_3	Q9NY57
ENSP00000302867_4	Q8NG95
ENSP00000418285_1	P12111
ENSP00000304321_1	Q9ULK6
ENSP00000457016_1	Q8NBZ0
ENSP00000317859_1	O14763
ENSP00000358400_7	Q9NU22
ENSP00000332454_7	P57078
ENSP00000357122_4	Q6K0P9
ENSP00000311500_2	Q6P582
ENSP00000263710_4	Q7Z460
ENSP00000372023_5	O96017
ENSP00000252996_3	O00268
ENSP00000348916_1	P28906
ENSP00000438745_1	Q8N6V9
ENSP00000367407_2	O60551
ENSP00000342818_1	Q96BR6
ENSP00000332687_3	P53671
ENSP00000258198_2	O43237
ENSP00000363027_1	Q96IJ6
ENSP00000267436_5	Q9H9P8
ENSP00000276594_6	Q9GZV8
ENSP00000303540_4	P35498
ENSP00000340998_4	Q9HB63
ENSP00000386538_1	Q4KMP7
ENSP00000347430_2	P21757
ENSP00000446880_1	Q9UIF9
ENSP00000388373_1	O75334
ENSP00000362139_10	Q5JZY3
ENSP00000388239_1	Q96T17
ENSP00000386589_1	Q9H0T7
ENSP00000343152_1	Q8N205
ENSP00000275736_2	Q9C037
ENSP00000261655_5	O15034
ENSP00000348359_11	Q86UU1
ENSP00000361800_3	Q96EX3
ENSP00000252936_2	Q9BSJ2
ENSP00000304748_1	Q15858
ENSP00000413001_1	Q96MI9
ENSP00000308022_3	Q86TJ2
ENSP00000381428_2	Q9UFW8
ENSP00000349156_3	Q8IUQ4
ENSP00000263665_6	Q9P232
ENSP00000370125_2	P05114
ENSP00000367552_4	Q8NDN9
ENSP00000240361_11	Q8IWB6
ENSP00000391787_2	Q9NX65
ENSP00000380334_2	Q15080
ENSP00000253506_1	O95644
ENSP00000217425_1	Q14508
ENSP00000262407_3	P08514
ENSP00000379633_3	P31260
ENSP00000397296_2	Q86Y97
ENSP00000411626_6	P50549
ENSP00000369566_1	P01566
ENSP00000469332_1	Q9UN88
ENSP00000317095_1	O75952
ENSP00000332223_1	Q6UXH1
ENSP00000445701_2	P32241
ENSP00000284548_12	Q5VST9
ENSP00000371001_3	P45378
ENSP00000267884_2	P37108
ENSP00000350148_1	Q5T4F4
ENSP00000453508_16	Q9Y4G6
ENSP00000420854_1	Q6NXP0
ENSP00000429059_1	Q5BKX6
ENSP00000284987_1	Q9UNA0
ENSP00000234040_3	Q96RG2
ENSP00000361556_1	Q5SZB4
ENSP00000395742_3	Q9BX67
ENSP00000341044_3	O00763
ENSP00000366269_4	Q8NHM5
ENSP00000441784_3	Q9NQ48
ENSP00000259782_5	Q9UJW2
ENSP00000312066_3	Q9UHB9
ENSP00000397482_2	O94875
ENSP00000357052_3	Q5TAQ9
ENSP00000391316_1	P07203
ENSP00000302237_1	P84996
ENSP00000380735_2	P23468
ENSP00000406547_1	Q8TAC9
ENSP00000437955_3	Q16665
ENSP00000360202_3	Q8N3U4
ENSP00000359157_3	Q96DD0
ENSP00000259357_3	Q8NGS3
ENSP00000429803_4	Q3ZCT1
ENSP00000413889_5	A6QL63
ENSP00000266736_1	Q96NU7
ENSP00000441875_2	Q99623
ENSP00000369402_4	Q96LB3
ENSP00000402343_5	Q96JG9
ENSP00000426279_2	Q1W4C9
ENSP00000280696_3	P10828
ENSP00000300862_2	Q9Y2N7
ENSP00000261244_3	Q9BVV6
ENSP00000391893_2	Q93015
ENSP00000244293_2	Q00887
ENSP00000441848_2	P63252
ENSP00000321345_2	Q5VWK5
ENSP00000257264_3	P20061
ENSP00000298229_6	O15357
ENSP00000376087_2	Q14790
ENSP00000360076_1	Q9BQI5
ENSP00000322640_1	Q6ZUB1
ENSP00000467357_2	Q8TDC3
ENSP00000393596_4	Q9NR09
ENSP00000395384_3	P26045
ENSP00000351250_10	Q9UPN9
ENSP00000314776_2	Q68D91
ENSP00000233242_8	P04114
ENSP00000304283_1	P60763
ENSP00000279058_1	Q6UDR6
ENSP00000271751_1	O95259
ENSP00000356379_6	Q8IZT6
ENSP00000365561_2	Q05BQ5
ENSP00000419676_1	P14651
ENSP00000439844_1	Q96A25
ENSP00000257548_1	Q70CQ3
ENSP00000405620_2	Q7L2E3
ENSP00000370614_2	Q92784
ENSP00000369375_3	Q02763
ENSP00000270642_2	A6NGN9
ENSP00000303915_1	Q8N587
ENSP00000366774_10	Q9P2S2
ENSP00000384238_1	Q9NZC7
ENSP00000355003_5	Q6H8Q1
ENSP00000323926_4	Q7Z2W7
ENSP00000244458_5	Q9BY11
ENSP00000437556_3	Q9NVK5
ENSP00000356430_2	Q9NS28
ENSP00000327846_6	A6NKC9
ENSP00000420762_1	Q92551
ENSP00000056217_3	Q12774
ENSP00000367032_1	Q63HM9
ENSP00000458391_1	Q8N8Q3
ENSP00000431611_5	Q9H2Y9
ENSP00000269886_4	Q99961
ENSP00000430236_2	Q2TAA5
ENSP00000247182_1	Q15475
ENSP00000218316_2	Q13585
ENSP00000324269_1	Q9UBX7
ENSP00000362401_1	Q9Y271
ENSP00000433072_1	Q8WWI5
ENSP00000296812_2	Q9UKT5
ENSP00000377304_3	A5D8T8
ENSP00000298701_1	P55210
ENSP00000440796_2	Q8TED0
ENSP00000348912_2	Q9BZ11
ENSP00000354877_3	Q8IYT8
ENSP00000361898_1	Q8NA29
ENSP00000439311_2	O60248
ENSP00000332823_2	Q86WQ0
ENSP00000378260_3	Q9NP73
ENSP00000417116_5	Q6XYB7
ENSP00000360097_2	P48357
ENSP00000364794_1	P41252
ENSP00000366178_3	Q9H4G1
ENSP00000385290_2	A1Z1Q3
ENSP00000355427_3	Q9BU19
ENSP00000436812_7	Q9HC84
ENSP00000378401_2	Q08629
ENSP00000452746_4	O43586
ENSP00000376110_1	Q6ZR52
ENSP00000353890_7	Q9H6Q3
ENSP00000386848_8	Q5HYK7
ENSP00000238156_1	Q53HC0
ENSP00000296783_2	Q6PIY7
ENSP00000263373_13	Q9H254
ENSP00000403987_2	Q8WUR7
ENSP00000445198_2	Q12979
ENSP00000338272_1	Q9Y5J3
ENSP00000354201_4	Q9H832
ENSP00000302537_1	Q8TC05
ENSP00000434182_3	Q96PU4
ENSP00000365858_2	P15976
ENSP00000369577_1	Q9Y6A2
ENSP00000382476_12	Q7Z745
ENSP00000385158_1	Q3B820
ENSP00000422377_4	Q9P0K7
ENSP00000437841_2	P17948
ENSP00000420984_1	Q9NY57
ENSP00000352780_6	Q9Y3R0
ENSP00000346566_11	Q14008
ENSP00000358497_5	O60942
ENSP00000310488_1	Q8NG98
ENSP00000254928_2	O75616
ENSP00000323270_2	Q8IXQ5
ENSP00000372112_1	Q6P587
ENSP00000317859_2	O14763
ENSP00000359245_5	P78363
ENSP00000357122_5	Q6K0P9
ENSP00000388058_6	Q13315
ENSP00000266252_2	Q96GF1
ENSP00000355799_1	O00270
ENSP00000368884_6	P51812
ENSP00000332454_8	P57078
ENSP00000394289_1	O43237
ENSP00000438745_2	Q8N6V9
ENSP00000348916_2	P28906
ENSP00000418285_2	P12111
ENSP00000332687_4	P53671
ENSP00000263710_5	Q7Z460
ENSP00000347430_3	P21757
ENSP00000384835_1	O96017
ENSP00000386527_1	Q9H9Q2
ENSP00000386589_2	Q9H0T7
ENSP00000237837_1	Q9GZV9
ENSP00000340998_5	Q9HB63
ENSP00000342818_2	Q96BR6
ENSP00000343152_2	Q8N205
ENSP00000275736_3	Q9C037
ENSP00000361800_4	Q96EX3
ENSP00000457016_2	Q8NBZ0
ENSP00000362139_11	Q5JZY3
ENSP00000349156_4	Q8IUQ4
ENSP00000308022_4	Q86TJ2
ENSP00000261655_6	O15034
ENSP00000299502_1	P05120
ENSP00000386538_2	Q4KMP7
ENSP00000391787_3	Q9NX65
ENSP00000363027_2	Q96IJ6
ENSP00000367407_3	O60551
ENSP00000446880_2	Q9UIF9
ENSP00000263665_7	Q9P232
ENSP00000304321_2	Q9ULK6
ENSP00000260570_1	Q9UG01
ENSP00000380334_3	Q15080
ENSP00000222728_1	P31267
ENSP00000262189_15	Q8NEZ4
ENSP00000367552_5	Q8NDN9
ENSP00000407942_1	P0C0L5
ENSP00000309095_1	Q86YA3
ENSP00000348359_12	Q86UU1
ENSP00000262407_4	P08514
ENSP00000411626_7	P50549
ENSP00000371001_4	P45378
ENSP00000295754_1	P37173
ENSP00000445701_3	P32241
ENSP00000350148_2	Q5T4F4
ENSP00000388239_2	Q96T17
ENSP00000240361_12	Q8IWB6
ENSP00000303540_5	P35498
ENSP00000304748_2	Q15858
ENSP00000388373_2	O75334
ENSP00000369566_2	P01566
ENSP00000418668_1	Q5BKX8
ENSP00000217425_2	Q14508
ENSP00000333401_1	Q9NQ50
ENSP00000395742_4	Q9BX67
ENSP00000332223_2	Q6UXH1
ENSP00000252936_3	Q9BSJ2
ENSP00000436754_1	Q5SZD1
ENSP00000270172_1	Q9UJW3
ENSP00000359157_4	Q96DD0
ENSP00000345478_1	Q3ZCT8
ENSP00000334452_1	Q8NGS4
ENSP00000234040_4	Q96RG2
ENSP00000341781_8	Q8WXH0
ENSP00000420854_2	Q6NXP0
ENSP00000413001_2	Q96MI9
ENSP00000312066_4	Q9UHB9
ENSP00000413889_6	A6QL63
ENSP00000302237_2	P84996
ENSP00000357052_4	Q5TAQ9
ENSP00000397482_3	O94875
ENSP00000426279_3	Q1W4C9
ENSP00000441875_3	Q99623
ENSP00000453508_17	Q9Y4G6
ENSP00000391316_2	P07203
ENSP00000437955_4	Q16665
ENSP00000393907_1	Q96LB3
ENSP00000284987_2	Q9UNA0
ENSP00000391893_3	Q93015
ENSP00000244293_3	Q00887
ENSP00000280696_4	P10828
ENSP00000455313_1	Q8TAC9
ENSP00000317095_2	O75952
ENSP00000300862_3	Q9Y2N7
ENSP00000380735_3	P23468
ENSP00000266736_2	Q96NU7
ENSP00000407942_2	P0C0L5
ENSP00000321345_3	Q5VWK5
ENSP00000331514_1	P63261
ENSP00000360076_2	Q9BQI5
ENSP00000302139_1	Q8N3V7
ENSP00000376091_1	Q14790
ENSP00000257264_4	P20061
ENSP00000366269_5	Q8NHM5
ENSP00000467357_3	Q8TDC3
ENSP00000355922_3	P49454
ENSP00000341500_1	P26232
ENSP00000314776_3	Q68D91
ENSP00000298229_7	O15357
ENSP00000330426_1	P60827
ENSP00000386072_1	Q05BQ5
ENSP00000419676_2	P14651
ENSP00000270642_3	A6NGN9
ENSP00000279058_2	Q6UDR6
ENSP00000253506_2	O95644
ENSP00000358556_1	Q9UPN9
ENSP00000261244_4	Q9BVV6
ENSP00000370614_3	Q92784
ENSP00000384238_2	Q9NZC7
ENSP00000369375_4	Q02763
ENSP00000322640_2	Q6ZUB1
ENSP00000366782_1	Q9P2S2
ENSP00000437556_4	Q9NVK5
ENSP00000233242_9	P04114
ENSP00000327846_7	A6NKC9
ENSP00000354887_1	Q6H8Q1
ENSP00000244458_6	Q9BY11
ENSP00000420762_2	Q92551
