chain	clen	end	method	resolution	start	structid	unp
A	1.0	430.0	x-ray diffraction	3.65	36.0	4TW0	Q14108
B	1.0	193.0	x-ray diffraction	2.0	37.0	3F62	Q14116
A	1.0	493.0	x-ray diffraction	2.8	5.0	2VR2	Q14117
P	1.0	894.0	x-ray diffraction	2.0	419.0	1EG4	Q14118
A	1.0	162.0	solution nmr	-1.0	47.0	2YQG	Q14126
A	1.0	270.0	solution nmr	-1.0	212.0	2CSV	Q14134
A	1.0	1068.0	solution nmr	-1.0	984.0	1WGM	Q14139
B	1.0	307.0	x-ray diffraction	4.0	17.0	2QAG	Q14141
A	1.0	609.0	x-ray diffraction	2.66	49.0	4CXT	Q14145
A	1.0	453.0	x-ray diffraction	1.75	406.0	4QQ4	Q14149
A	1.0	467.0	solution nmr	-1.0	1.0	2L3G	Q14155
A	1.0	1193.0	x-ray diffraction	2.6	718.0	4WYT	Q14160
A	1.0	77.0	solution nmr	-1.0	1.0	2E7K	Q14168
2	1.0	598.0	x-ray diffraction	5.0	1.0	4E2I	Q14181
A	1.0	216.0	x-ray diffraction	2.0	89.0	4MJJ	Q14183
A	1.0	611.0	x-ray diffraction	2.37	425.0	3L4C	Q14185
A	1.0	346.0	x-ray diffraction	2.55	199.0	2AZE	Q14186
B	1.0	210.0	x-ray diffraction	2.6	129.0	1CF7	Q14188
A	1.0	1239.0	x-ray diffraction	2.2	38.0	2FBX	Q14191
A	1.0	279.0	solution nmr	-1.0	1.0	1X4L	Q14192
A	1.0	610.0	x-ray diffraction	3.05	129.0	4B3Z	Q14194
A	1.0	613.0	x-ray diffraction	2.8	1.0	4CNU	Q14195
A	1.0	101.0	x-ray diffraction	2.03	1.0	2HL3	Q14203
C	1.0	427.0	x-ray diffraction	2.2	410.0	1N4M	Q14209
A	1.0	305.0	x-ray diffraction	2.65	2.0	3ECS	Q14232
A	1.0	237.0	x-ray diffraction	1.85	31.0	3BOR	Q14240
C	1.0	673.0	x-ray diffraction	2.54	599.0	4HFX	Q14241
C	1.0	59.0	x-ray diffraction	1.9	47.0	1G1S	Q14242
A	1.0	550.0	solution nmr	-1.0	485.0	1X69	Q14247
A	1.0	357.0	x-ray diffraction	2.8	194.0	4CFG	Q14258
A	1.0	1008.0	x-ray diffraction	2.7	21.0	3ET7	Q14289
A	1.0	2725.0	solution nmr	-1.0	569.0	2D7Q	Q14315
A	1.0	212.0	x-ray diffraction	1.6	1.0	2AWG	Q14318
A	1.0	934.0	solution nmr	-1.0	47.0	2EDK	Q14324
A	1.0	236.0	x-ray diffraction	1.86	7.0	3ORH	Q14353
B	1.0	348.0	x-ray diffraction	1.5	1.0	1I3N	Q14376
A	1.0	678.0	x-ray diffraction	3.3	261.0	2C5D	Q14393
A	1.0	489.0	x-ray diffraction	2.65	22.0	5CNJ	Q14416
A	1.0	251.0	x-ray diffraction	2.5	132.0	4WBP	Q14444
B	1.0	537.0	x-ray diffraction	3.2	106.0	2AUH	Q14449
A	1.0	555.0	x-ray diffraction	2.41	123.0	3PQZ	Q14451
A	1.0	447.0	x-ray diffraction	1.55	105.0	4DDP	Q14457
A	1.0	95.0	solution nmr	-1.0	27.0	2MH3	Q14469
C	1.0	199.0	x-ray diffraction	2.3	127.0	4QOZ	Q14493
A	1.0	530.0	solution nmr	-1.0	92.0	2JRS	Q14498
A	1.0	563.0	solution nmr	-1.0	399.0	2L81	Q14511
B	1.0	1928.0	solution nmr	-1.0	1491.0	2L53	Q14524
A	1.0	180.0	solution nmr	-1.0	31.0	2MZN	Q14527
A	1.0	365.0	x-ray diffraction	2.7	140.0	1LV2	Q14541
A	1.0	325.0	solution nmr	-1.0	256.0	2ME6	Q14549
A	1.0	144.0	x-ray diffraction	1.5	29.0	4I6X	Q14554
A	1.0	1183.0	solution nmr	-1.0	260.0	2EQS	Q14562
A	1.0	340.0	x-ray diffraction	3.2	83.0	1V5W	Q14565
A	1.0	821.0	solution nmr	-1.0	708.0	2LE8	Q14566
A	1.0	947.0	solution nmr	-1.0	273.0	2EMY	Q14587
A	1.0	959.0	x-ray diffraction	2.52	1.0	4OLE	Q14596
B	1.0	197.0	x-ray diffraction	1.44	39.0	3K7I	Q14623
C	1.0	331.0	x-ray diffraction	3.05	29.0	3LB6	Q14627
A	1.0	427.0	x-ray diffraction	2.1	1.0	1QWT	Q14653
A	1.0	1171.0	x-ray diffraction	2.2	828.0	1M8X	Q14671
A	1.0	2089.0	x-ray diffraction	1.8	1.0	3UNM	Q14676
A	1.0	158.0	x-ray diffraction	1.9	17.0	1XGW	Q14677
A	1.0	335.0	x-ray diffraction	2.3	1.0	4UMP	Q14680
A	1.0	278.0	solution nmr	-1.0	173.0	1WI5	Q14690
A	1.0	145.0	x-ray diffraction	2.3	1.0	2E9X	Q14691
A	1.0	55.0	solution nmr	-1.0	1.0	2DIG	Q14739
A	1.0	294.0	x-ray diffraction	2.7	6.0	2AZT	Q14749
A	1.0	221.0	solution nmr	-1.0	113.0	1Y7X	Q14764
A	1.0	1412.0	solution nmr	-1.0	1340.0	1KSQ	Q14766
A	1.0	69.0	x-ray diffraction	1.5	9.0	3H91	Q14781
A	1.0	538.0	x-ray diffraction	1.8	61.0	3KJN	Q14790
A	1.0	660.0	x-ray diffraction	2.3	40.0	3BFN	Q14807
A	1.0	511.0	x-ray diffraction	2.8	40.0	3MQ4	Q14831
A	1.0	508.0	x-ray diffraction	3.15	30.0	5CNK	Q14832
A	1.0	677.0	solution nmr	-1.0	365.0	2L75	Q14839
A	1.0	261.0	x-ray diffraction	1.4	205.0	3I35	Q14847
A	1.0	443.0	x-ray diffraction	2.2	230.0	1EM2	Q14849
I	1.0	292.0	x-ray diffraction	2.51	142.0	3D1N	Q14863
A	1.0	424.0	solution nmr	-1.0	318.0	1IG6	Q14865
A	1.0	313.0	x-ray diffraction	2.6	2.0	2I99	Q14894
A	1.0	770.0	x-ray diffraction	1.55	2.0	2V6H	Q14896
A	1.0	329.0	x-ray diffraction	2.3	4.0	1ZSV	Q14914
A	1.0	75.0	x-ray diffraction	2.62	10.0	1JFI	Q14919
A	1.0	754.0	solution nmr	-1.0	648.0	2YRP	Q14934
A	1.0	876.0	x-ray diffraction	2.6	1.0	3W5K	Q14974
B	1.0	1923.0	x-ray diffraction	2.3	1902.0	3RO2	Q14980
B	1.0	357.0	x-ray diffraction	2.6	103.0	1XVP	Q14994
A	1.0	578.0	x-ray diffraction	2.4	381.0	2V0V	Q14995
A	1.0	519.0	solution nmr	-1.0	444.0	2JNG	Q14999
A	1.0	1418.0	x-ray diffraction	2.48	652.0	4QN1	Q149N8
B	1.0	1013.0	x-ray diffraction	2.9	988.0	4WNF	Q14CM0
A	1.0	256.0	solution nmr	-1.0	205.0	2KKT	Q14CW9
D	1.0	69.0	x-ray diffraction	2.65	52.0	4D2G	Q15004
A	1.0	90.0	solution nmr	-1.0	10.0	1WGD	Q15011
B	1.0	273.0	x-ray diffraction	2.3	54.0	2QYF	Q15013
A	1.0	306.0	x-ray diffraction	3.4	20.0	2QA5	Q15019
A	1.0	877.0	solution nmr	-1.0	791.0	2DO4	Q15020
E	1.0	285.0	x-ray diffraction	3.35	5.0	2NN6	Q15024
A	1.0	725.0	x-ray diffraction	2.3	1.0	4F1P	Q15027
A	1.0	388.0	x-ray diffraction	1.8	1.0	3LUI	Q15036
A	1.0	604.0	x-ray diffraction	2.84	98.0	4DPG	Q15046
C	1.0	1173.0	x-ray diffraction	1.6	196.0	4X3S	Q15047
A	1.0	222.0	solution nmr	-1.0	4.0	1WYR	Q15052
B	1.0	465.0	x-ray diffraction	3.0	2.0	3E0J	Q15054
A	1.0	416.0	x-ray diffraction	1.36	24.0	3S92	Q15059
A	1.0	1411.0	solution nmr	-1.0	36.0	1HYJ	Q15075
D	1.0	294.0	x-ray diffraction	1.95	145.0	3O0G	Q15078
J	1.0	339.0	x-ray diffraction	2.0	2.0	1OEY	Q15080
A	1.0	332.0	x-ray diffraction	1.81	72.0	4GWR	Q15084
A	1.0	376.0	solution nmr	-1.0	23.0	2LMB	Q15109
A	1.0	442.0	solution nmr	-1.0	313.0	1UAP	Q15113
A	1.0	150.0	solution nmr	-1.0	33.0	2M2D	Q15116
A	1.0	443.0	x-ray diffraction	2.0	41.0	2Q8H	Q15118
A	1.0	394.0	x-ray diffraction	1.7	12.0	4MPC	Q15119
A	1.0	401.0	x-ray diffraction	2.6	12.0	1Y8N	Q15120
E	1.0	127.0	x-ray diffraction	3.19	1.0	4IZ5	Q15121
B	1.0	192.0	x-ray diffraction	1.76	1.0	3CH4	Q15126
A	1.0	4606.0	x-ray diffraction	2.22	175.0	3PDY	Q15149
A	1.0	110.0	x-ray diffraction	2.49	1.0	1EJF	Q15185
C	1.0	87.0	solution nmr	-1.0	62.0	1PSB	Q15208
A	1.0	337.0	x-ray diffraction	3.2	32.0	4FMF	Q15223
B	1.0	304.0	x-ray diffraction	1.9	66.0	3SDE	Q15233
A	1.0	655.0	x-ray diffraction	2.3	375.0	2A8B	Q15256
A	1.0	357.0	x-ray diffraction	1.8	21.0	4NY3	Q15257
A	1.0	1177.0	x-ray diffraction	1.95	882.0	2C7S	Q15262
A	1.0	292.0	x-ray diffraction	3.09	1.0	4R3X	Q15274
B	1.0	821.0	x-ray diffraction	2.41	440.0	1X79	Q15276
D	1.0	177.0	x-ray diffraction	2.1	4.0	3TW8	Q15286
A	1.0	244.0	x-ray diffraction	1.9	159.0	4A8X	Q15287
B	1.0	356.0	x-ray diffraction	2.1	344.0	4X8N	Q15291
B	1.0	998.0	x-ray diffraction	4.0	26.0	3BBW	Q15303
A	1.0	130.0	solution nmr	-1.0	23.0	2DLL	Q15306
A	1.0	446.0	solution nmr	-1.0	184.0	2KWH	Q15311
A	1.0	364.0	x-ray diffraction	1.9	156.0	4NS5	Q15326
A	1.0	348.0	x-ray diffraction	1.77	14.0	3VKE	Q15365
A	1.0	359.0	x-ray diffraction	2.12	11.0	2PQU	Q15366
E	1.0	112.0	x-ray diffraction	2.0	17.0	4B9K	Q15369
A	1.0	118.0	x-ray diffraction	2.2	1.0	4W9J	Q15370
A	1.0	990.0	x-ray diffraction	1.6	607.0	2REI	Q15375
A	1.0	180.0	x-ray diffraction	1.7	2.0	3T5G	Q15382
D	1.0	145.0	x-ray diffraction	1.9	140.0	4APO	Q15388
B	1.0	498.0	x-ray diffraction	4.51	282.0	4K0V	Q15389
A	1.0	646.0	x-ray diffraction	2.15	127.0	4WZR	Q15397
A	1.0	785.0	x-ray diffraction	2.9	25.0	1FYV	Q15399
A	1.0	2800.0	x-ray diffraction	1.75	2598.0	4ERV	Q15413
A	1.0	737.0	x-ray diffraction	2.1	56.0	2Z7S	Q15418
A	1.0	184.0	solution nmr	-1.0	5.0	1X5U	Q15427
A	1.0	129.0	solution nmr	-1.0	58.0	1X4E	Q15434
A	1.0	762.0	x-ray diffraction	2.7	3.0	3EFO	Q15436
A	1.0	256.0	x-ray diffraction	2.0	58.0	4A4P	Q15438
A	1.0	789.0	solution nmr	-1.0	48.0	1ZKH	Q15459
H	1.0	191.0	x-ray diffraction	3.01	23.0	3HO5	Q15465
C	1.0	124.0	x-ray diffraction	1.9	13.0	4DOR	Q15466
B	1.0	751.0	x-ray diffraction	2.6	720.0	4YYP	Q15468
A	1.0	185.0	x-ray diffraction	1.99	1.0	4EGC	Q15475
A	1.0	313.0	x-ray diffraction	2.7	95.0	2J61	Q15485
A	1.0	299.0	x-ray diffraction	1.42	2.0	3G4E	Q15493
A	1.0	343.0	x-ray diffraction	2.17	195.0	2NXP	Q15542
A	1.0	75.0	x-ray diffraction	3.0	31.0	1BH8	Q15543
B	1.0	201.0	x-ray diffraction	3.0	113.0	1BH8	Q15544
B	1.0	154.0	x-ray diffraction	2.3	11.0	4RGW	Q15545
A	1.0	542.0	solution nmr	-1.0	85.0	1VF9	Q15554
A	1.0	239.0	solution nmr	-1.0	130.0	2LW4	Q15560
A	1.0	446.0	x-ray diffraction	2.0	221.0	3L15	Q15562
A	1.0	634.0	solution nmr	-1.0	502.0	2LTC	Q15582
A	1.0	248.0	solution nmr	-1.0	171.0	2LK2	Q15583
B	1.0	754.0	x-ray diffraction	2.5	685.0	4OC7	Q15596
E	1.0	337.0	x-ray diffraction	2.81	9.0	2D11	Q15599
A	1.0	678.0	x-ray diffraction	2.44	596.0	3PZ7	Q155Q3
A	1.0	169.0	solution nmr	-1.0	1.0	1F2H	Q15628
B	1.0	219.0	x-ray diffraction	2.2	1.0	1J1J	Q15631
A	1.0	363.0	x-ray diffraction	2.14	28.0	3LLH	Q15633
A	1.0	380.0	solution nmr	-1.0	1.0	2M09	Q15637
A	1.0	599.0	solution nmr	-1.0	10.0	2KE4	Q15642
A	1.0	507.0	x-ray diffraction	1.6	5.0	4XQ7	Q15646
C	1.0	651.0	x-ray diffraction	1.9	640.0	3W0I	Q15648
A	1.0	581.0	solution nmr	-1.0	435.0	2E5O	Q15650
A	1.0	2497.0	x-ray diffraction	2.1	2157.0	2YPD	Q15652
A	1.0	337.0	solution nmr	-1.0	279.0	1X61	Q15654
A	1.0	273.0	x-ray diffraction	2.3	31.0	2F9P	Q15661
A	1.0	79.0	solution nmr	-1.0	68.0	2MJV	Q15672
A	1.0	1184.0	x-ray diffraction	1.65	895.0	2BZL	Q15678
B	1.0	268.0	x-ray diffraction	1.93	1.0	2HL5	Q15691
A	1.0	132.0	solution nmr	-1.0	37.0	1Y7Q	Q15697
A	1.0	618.0	x-ray diffraction	1.85	295.0	2BYG	Q15700
A	1.0	213.0	x-ray diffraction	2.0	45.0	4ED5	Q15717
A	1.0	59.0	x-ray diffraction	1.5	37.0	3T92	Q15744
B	1.0	1760.0	solution nmr	-1.0	510.0	2K0F	Q15746
Q	1.0	497.0	x-ray diffraction	2.06	16.0	5DIY	Q15750
A	1.0	4360.0	x-ray diffraction	2.0	2035.0	4O2W	Q15751
A	1.0	349.0	x-ray diffraction	1.9	2.0	3GP0	Q15759
C	1.0	169.0	x-ray diffraction	4.65	29.0	4BKF	Q15768
A	1.0	175.0	x-ray diffraction	2.0	5.0	2EW1	Q15771
A	1.0	960.0	x-ray diffraction	0.96	866.0	1U2H	Q15772
A	1.0	390.0	x-ray diffraction	1.87	27.0	4P8W	Q15782
C	1.0	1441.0	x-ray diffraction	2.4	628.0	1TFC	Q15788
B	1.0	466.0	solution nmr	-1.0	217.0	2LB3	Q15796
B	1.0	465.0	solution nmr	-1.0	201.0	2LAW	Q15797
A	1.0	1581.0	solution nmr	-1.0	1.0	2KHN	Q15811
A	1.0	578.0	x-ray diffraction	2.4	495.0	4ICU	Q15813
A	1.0	346.0	solution nmr	-1.0	26.0	2YUH	Q15814
A	1.0	145.0	solution nmr	-1.0	6.0	1ZGU	Q15819
A	1.0	149.0	x-ray diffraction	2.9	31.0	4N6M	Q15828
C	1.0	342.0	x-ray diffraction	2.65	45.0	2WTK	Q15831
A	1.0	604.0	x-ray diffraction	2.6	5.0	4CCA	Q15833
C	1.0	17.0	x-ray diffraction	2.3	5.0	4UYC	Q15835
A	1.0	76.0	x-ray diffraction	1.6	1.0	1NDD	Q15843
A	1.0	243.0	x-ray diffraction	2.0	104.0	4DOU	Q15848
B	1.0	1883.0	x-ray diffraction	2.3	1867.0	3BXL	Q15878
A	1.0	188.0	x-ray diffraction	1.95	8.0	2F9M	Q15907
A	1.0	736.0	x-ray diffraction	2.0	525.0	4MI5	Q15910
A	1.0	2698.0	solution nmr	-1.0	2146.0	2DA1	Q15911
B	1.0	407.0	x-ray diffraction	2.82	1.0	4UEM	Q16186
A	1.0	518.0	x-ray diffraction	2.3	1.0	1JVG	Q16222
A	1.0	523.0	solution nmr	-1.0	69.0	2LZ1	Q16236
A	1.0	82.0	x-ray diffraction	2.6	16.0	1CF7	Q16254
A	1.0	673.0	x-ray diffraction	1.9	630.0	3SWY	Q16281
A	1.0	834.0	x-ray diffraction	2.2	300.0	3V5Q	Q16288
B	1.0	946.0	x-ray diffraction	2.9	19.0	4NKG	Q16512
A	1.0	984.0	x-ray diffraction	2.75	646.0	4CRS	Q16513
B	1.0	128.0	x-ray diffraction	2.3	57.0	1H3O	Q16514
A	1.0	1140.0	x-ray diffraction	3.3	1.0	3EI4	Q16531
A	1.0	359.0	x-ray diffraction	1.95	1.0	2Y8O	Q16539
A	1.0	378.0	x-ray diffraction	1.88	148.0	2W0G	Q16543
A	1.0	151.0	x-ray diffraction	2.24	1.0	3MQP	Q16548
A	1.0	154.0	x-ray diffraction	3.15	33.0	4HSA	Q16552
A	1.0	490.0	x-ray diffraction	1.9	14.0	2VM8	Q16555
A	1.0	337.0	x-ray diffraction	2.17	34.0	2W4O	Q16566
A	1.0	116.0	solution nmr	-1.0	76.0	1HY9	Q16568
C	1.0	32.0	x-ray diffraction	2.6	21.0	4NUV	Q16570
B	1.0	454.0	x-ray diffraction	2.6	12.0	3CFV	Q16576
A	1.0	210.0	x-ray diffraction	1.31	85.0	3S5E	Q16595
B	1.0	132.0	x-ray diffraction	2.6	29.0	3AQF	Q16602
A	1.0	186.0	x-ray diffraction	1.49	18.0	2IMT	Q16611
X	1.0	838.0	x-ray diffraction	2.1	283.0	1WWB	Q16620
A	1.0	293.0	solution nmr	-1.0	214.0	2KZ5	Q16621
A	1.0	522.0	x-ray diffraction	1.5	416.0	1WPA	Q16625
A	1.0	98.0	solution nmr	-1.0	12.0	2HVZ	Q16629
M	1.0	327.0	x-ray diffraction	2.8	80.0	4U0B	Q16630
I	1.0	38.0	x-ray diffraction	3.2	16.0	1CQT	Q16633
M	1.0	294.0	x-ray diffraction	2.5	1.0	3S6N	Q16637
A	1.0	349.0	x-ray diffraction	2.0	33.0	3FXW	Q16644
A	1.0	500.0	x-ray diffraction	2.15	23.0	2IAG	Q16647
A	1.0	289.0	x-ray diffraction	2.0	45.0	3DFL	Q16651
A	1.0	398.0	x-ray diffraction	2.4	20.0	2ZDY	Q16654
C	1.0	114.0	x-ray diffraction	2.1	100.0	3L6F	Q16655
A	1.0	493.0	x-ray diffraction	2.2	6.0	4GOV	Q16658
A	1.0	321.0	x-ray diffraction	2.25	13.0	2I6L	Q16659
A	1.0	112.0	solution nmr	-1.0	97.0	1UYA	Q16661
H	1.0	850.0	x-ray diffraction	1.85	1.0	1LM8	Q16665
A	1.0	766.0	x-ray diffraction	2.35	198.0	3B6Y	Q16666
A	1.0	203.0	x-ray diffraction	2.0	21.0	1FPZ	Q16667
A	1.0	131.0	x-ray diffraction	1.39	25.0	1I1J	Q16674
A	1.0	320.0	x-ray diffraction	2.7	178.0	2G6Z	Q16690
C	1.0	136.0	x-ray diffraction	2.32	2.0	2YBS	Q16695
A	1.0	494.0	x-ray diffraction	2.53	31.0	2PG6	Q16696
A	1.0	329.0	x-ray diffraction	2.2	35.0	1W8D	Q16698
A	1.0	460.0	x-ray diffraction	2.0	6.0	2HZP	Q16719
A	1.0	261.0	x-ray diffraction	2.1	57.0	1TG6	Q16740
C	1.0	1208.0	x-ray diffraction	2.9	216.0	3BQ7	Q16760
A	1.0	156.0	x-ray diffraction	1.93	6.0	1ZDN	Q16763
A	1.0	361.0	x-ray diffraction	1.66	33.0	2AFM	Q16769
A	1.0	222.0	x-ray diffraction	1.8	4.0	2VCV	Q16772
A	1.0	422.0	x-ray diffraction	3.0	4.0	4WP0	Q16773
A	1.0	308.0	x-ray diffraction	1.45	49.0	1QH5	Q16775
A	1.0	126.0	x-ray diffraction	2.61	34.0	4NFT	Q16778
A	1.0	391.0	x-ray diffraction	2.2	83.0	3IAI	Q16790
A	1.0	597.0	x-ray diffraction	3.0	23.0	4GWN	Q16820
A	1.0	1208.0	x-ray diffraction	2.19	914.0	2G59	Q16827
A	1.0	347.0	x-ray diffraction	2.35	1.0	1MKP	Q16828
A	1.0	388.0	x-ray diffraction	1.67	243.0	4Y2E	Q16829
A	1.0	310.0	x-ray diffraction	1.9	16.0	3EUF	Q16831
A	1.0	189.0	x-ray diffraction	1.6	26.0	2WUH	Q16832
A	1.0	331.0	x-ray diffraction	2.15	2.0	1M76	Q16836
A	1.0	977.0	x-ray diffraction	1.45	468.0	3N4W	Q16849
A	1.0	403.0	x-ray diffraction	2.8	1.0	3LD6	Q16850
A	1.0	508.0	x-ray diffraction	3.57	18.0	3R3I	Q16851
A	1.0	763.0	x-ray diffraction	2.6	35.0	2Y73	Q16853
F	1.0	277.0	x-ray diffraction	2.8	37.0	2OCP	Q16854
A	1.0	150.0	x-ray diffraction	3.3	1.0	2PNO	Q16873
B	1.0	517.0	x-ray diffraction	2.5	2.0	2I1V	Q16875
A	1.0	190.0	x-ray diffraction	2.7	6.0	2IC1	Q16878
A	1.0	649.0	x-ray diffraction	2.8	155.0	2ZZ0	Q16881
A	1.0	279.0	x-ray diffraction	2.5	5.0	2Y1H	Q17R31
D	1.0	662.0	x-ray diffraction	2.09	379.0	5DIF	Q17RY0
D	1.0	115.0	x-ray diffraction	2.6	70.0	3SF4	Q1MX18
B	1.0	101.0	x-ray diffraction	1.78	86.0	4QQM	Q2KHR2
A	1.0	981.0	solution nmr	-1.0	928.0	2MDG	Q2M1K9
A	1.0	347.0	x-ray diffraction	1.88	12.0	2XT3	Q2M1P5
A	1.0	383.0	solution nmr	-1.0	294.0	2E5J	Q2M296
A	1.0	345.0	x-ray diffraction	1.95	29.0	4WSQ	Q2M2I8
C	1.0	145.0	x-ray diffraction	4.3	36.0	4BST	Q2MKA7
B	1.0	530.0	x-ray diffraction	2.82	409.0	3PMI	Q2TAK8
A	1.0	621.0	x-ray diffraction	1.78	314.0	4ASC	Q2TBA0
B	1.0	219.0	x-ray diffraction	3.1	30.0	1H15	Q30154
A	1.0	297.0	x-ray diffraction	2.8	26.0	1DE4	Q30201
A	1.0	301.0	x-ray diffraction	2.06	25.0	4U1L	Q31610
A	1.0	249.0	x-ray diffraction	2.89	167.0	4H22	Q32MZ4
A	1.0	528.0	x-ray diffraction	2.0	1.0	2V9K	Q3MIT2
A	1.0	369.0	x-ray diffraction	1.8	3.0	4YD8	Q3SYG4
A	1.0	305.0	solution nmr	-1.0	135.0	2N6D	Q3T906
A	1.0	324.0	x-ray diffraction	1.6	179.0	2WZO	Q3YBR2
A	1.0	172.0	x-ray diffraction	1.9	38.0	3B9C	Q3ZCW2
A	1.0	678.0	x-ray diffraction	2.2	295.0	3BLJ	Q460N3
A	1.0	1801.0	x-ray diffraction	2.8	791.0	4F1Q	Q460N5
B	1.0	131.0	x-ray diffraction	2.63	22.0	3UCR	Q495A1
C	1.0	565.0	x-ray diffraction	2.3	473.0	4JRA	Q496J9
B	1.0	553.0	x-ray diffraction	2.3	214.0	4GUU	Q49A26
A	1.0	187.0	solution nmr	-1.0	27.0	2LPN	Q49AH0
A	1.0	334.0	x-ray diffraction	1.85	71.0	3S8P	Q4FZB7
A	1.0	196.0	x-ray diffraction	3.2	36.0	4WKR	Q4G0J3
A	1.0	563.0	solution nmr	-1.0	182.0	2YS4	Q4G0P3
C	1.0	924.0	x-ray diffraction	2.89	826.0	3N1Q	Q4KMG0
A	1.0	674.0	solution nmr	-1.0	595.0	2RPR	Q4VC44
A	1.0	78.0	x-ray diffraction	1.57	21.0	4Z0O	Q504Y3
X	1.0	33.0	x-ray diffraction	2.4	16.0	4YOO	Q52LA3
A	1.0	450.0	x-ray diffraction	2.8	157.0	3EIJ	Q53EL6
A	1.0	47.0	x-ray diffraction	2.0	20.0	4HTM	Q53ET0
A	1.0	216.0	x-ray diffraction	2.79	160.0	3WUV	Q53EZ4
A	1.0	332.0	x-ray diffraction	2.5	1.0	2J8Z	Q53FA7
A	1.0	197.0	x-ray diffraction	2.5	1.0	3WW0	Q53FT3
A	1.0	567.0	x-ray diffraction	1.85	279.0	2VPJ	Q53G59
C	1.0	169.0	x-ray diffraction	1.9	149.0	3AA1	Q53GL0
A	1.0	1008.0	x-ray diffraction	2.1	10.0	3HKV	Q53GL7
A	1.0	684.0	x-ray diffraction	2.55	25.0	3K9K	Q53H47
A	1.0	288.0	x-ray diffraction	2.6	1.0	4AD9	Q53H82
B	1.0	280.0	x-ray diffraction	3.3	15.0	2RAX	Q53HL2
A	1.0	472.0	x-ray diffraction	2.25	262.0	3BYI	Q53QZ3
A	1.0	259.0	solution nmr	-1.0	182.0	2DAJ	Q53SF7
A	1.0	246.0	x-ray diffraction	1.86	36.0	4UY4	Q56A73
A	1.0	1397.0	solution nmr	-1.0	580.0	1WFO	Q58EX2
A	1.0	135.0	x-ray diffraction	2.0	21.0	4KCX	Q58F21
B	1.0	21.0	x-ray diffraction	2.8	9.0	3I7O	Q58WW2
A	1.0	729.0	x-ray diffraction	3.07	441.0	4YFF	Q59H18
A	1.0	296.0	x-ray diffraction	2.0	134.0	3V34	Q5D1E8
E	1.0	460.0	x-ray diffraction	1.93	2.0	3Q6S	Q5FBB7
A	1.0	836.0	x-ray diffraction	2.6	654.0	4MXE	Q5FWF5
A	1.0	292.0	x-ray diffraction	2.3	109.0	4Q9V	Q5GJ75
A	1.0	1711.0	x-ray diffraction	1.85	1594.0	4HPM	Q5H9F3
C	1.0	9.0	x-ray diffraction	2.5	4.0	2WO6	Q5IJ48
A	1.0	1038.0	x-ray diffraction	2.03	33.0	4L3T	Q5JRX3
A	1.0	288.0	x-ray diffraction	2.24	44.0	3QXL	Q5JS13
A	1.0	703.0	solution nmr	-1.0	605.0	2COC	Q5JSP0
A	1.0	190.0	x-ray diffraction	1.68	71.0	2Z14	Q5JST6
A	1.0	584.0	x-ray diffraction	1.6	361.0	4TVS	Q5JTV8
A	1.0	258.0	x-ray diffraction	2.0	46.0	5A1H	Q5JUX0
A	1.0	453.0	x-ray diffraction	2.12	259.0	3T5X	Q5JVF3
A	1.0	805.0	solution nmr	-1.0	381.0	2EP2	Q5JVG2
A	1.0	734.0	x-ray diffraction	2.5	607.0	2OX8	Q5KU26
A	1.0	797.0	x-ray diffraction	2.3	510.0	3HZJ	Q5R372
F	1.0	270.0	x-ray diffraction	3.35	29.0	2NN6	Q5RKV6
A	1.0	1512.0	x-ray diffraction	2.0	1336.0	2ZEJ	Q5S007
A	1.0	196.0	x-ray diffraction	1.35	1.0	4PK3	Q5SQI0
A	1.0	291.0	x-ray diffraction	1.9	2.0	2OPW	Q5SRE7
A	1.0	237.0	solution nmr	-1.0	153.0	2RQP	Q5SSJ5
A	1.0	123.0	x-ray diffraction	2.15	1.0	4JON	Q5SW79
B	1.0	662.0	x-ray diffraction	1.55	639.0	4V0W	Q5SWA1
A	1.0	936.0	solution nmr	-1.0	54.0	2EDV	Q5SYB0
A	1.0	178.0	solution nmr	-1.0	90.0	2DNO	Q5SZQ8
A	1.0	418.0	solution nmr	-1.0	70.0	2D8S	Q5T0T0
A	1.0	240.0	x-ray diffraction	2.3	42.0	4GAH	Q5T1C6
A	1.0	146.0	solution nmr	-1.0	94.0	2YQP	Q5T1V6
A	1.0	374.0	x-ray diffraction	1.86	69.0	4RG1	Q5T280
A	1.0	190.0	x-ray diffraction	1.55	52.0	4BOU	Q5T2D3
A	1.0	219.0	x-ray diffraction	1.3	136.0	3O46	Q5T2T1
A	1.0	458.0	x-ray diffraction	2.6	132.0	2VSP	Q5T2W1
A	1.0	411.0	solution nmr	-1.0	341.0	1X4U	Q5T4F4
A	1.0	237.0	x-ray diffraction	1.76	137.0	2GYZ	Q5T4W7
A	1.0	1042.0	solution nmr	-1.0	47.0	2DHJ	Q5T5U3
B	1.0	57.0	x-ray diffraction	3.0	45.0	3I7P	Q5T6F0
A	1.0	95.0	solution nmr	-1.0	38.0	2E5Q	Q5T6S3
A	1.0	321.0	solution nmr	-1.0	235.0	2LR6	Q5T7N2
A	1.0	130.0	x-ray diffraction	1.7	41.0	3FLV	Q5T8D3
A	1.0	262.0	x-ray diffraction	2.84	26.0	4XCX	Q5T8I9
