pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
2DIF	ENST00000413715	6	0.13	0	0	6	0.13
2DIF	ENST00000547030	6	0.13	0	0	6	0.13
2DIF	ENST00000438859	6	0.13	0	0	6	0.13
2DIF	ENST00000451132	6	0.13	0	0	6	0.13
2DIF	ENST00000450778	6	0.13	0	0	6	0.13
2DIF	ENST00000445206	6	0.13	0	0	6	0.13
2DIF	ENST00000552337	6	0.13	0	0	6	0.13
2DI9	ENST00000490882	4	0.03	0	0	4	0.03
2DI9	ENST00000295956	4	0.03	0	0	4	0.03
2DI9	ENST00000358537	4	0.03	0	0	4	0.03
2DI9	ENST00000429972	4	0.03	0	0	4	0.03
2DI9	ENST00000348383	4	0.03	0	0	4	0.03
2DI9	ENST00000357272	4	0.03	0	0	4	0.03
2DI9	ENST00000419752	119	0.96	0	0	119	0.96
2DI8	ENST00000490882	98	0.94	0	0	98	0.94
2DI8	ENST00000295956	6	0.06	0	0	6	0.06
2DI8	ENST00000358537	90	0.87	0	0	90	0.87
2DI8	ENST00000429972	100	0.96	0	0	100	0.96
2DI8	ENST00000348383	21	0.2	0	0	21	0.2
2DI8	ENST00000357272	6	0.06	0	0	6	0.06
2DI8	ENST00000419752	99	0.95	0	0	99	0.95
2DI0	ENST00000307790	1	0.02	0	0	1	0.02
2DI0	ENST00000397771	1	0.02	0	0	1	0.02
2DI7	ENST00000376004	113	0.97	0	0	113	0.97
2WVR	ENST00000301019	1	0.01	0	0	1	0.01
2WVI	ENST00000412359	126	0.79	0	0	126	0.79
134L	ENST00000261267	1	0.01	0	0	1	0.01
2F92	ENST00000368356	320	0.93	0	0	320	0.93
2F92	ENST00000356657	320	0.93	0	0	320	0.93
2I07	ENST00000245907	1	0	0	0	1	0
3LLR	ENST00000402667	127	0.97	0	0	127	0.97
3LLR	ENST00000406659	131	1	131	1	0	0
3LLR	ENST00000402667	128	0.97	0	0	128	0.97
3LLR	ENST00000406659	132	1	132	1	0	0
3LLR	ENST00000402667	127	0.97	0	0	127	0.97
3LLR	ENST00000406659	131	1	131	1	0	0
3LLR	ENST00000402667	138	0.97	0	0	138	0.97
3LLR	ENST00000406659	143	1	143	1	0	0
3LLR	ENST00000402667	129	0.97	0	0	129	0.97
3LLR	ENST00000406659	133	1	133	1	0	0
3LLH	ENST00000456234	60	0.94	0	0	60	0.94
3LLH	ENST00000394357	60	0.94	0	0	60	0.94
3LLH	ENST00000456234	62	0.94	0	0	62	0.94
3LLH	ENST00000394357	62	0.94	0	0	62	0.94
1A0N	ENST00000320694	14	1	0	0	14	1
1A0N	ENST00000336483	14	1	0	0	14	1
1A0N	ENST00000368682	55	0.95	0	0	55	0.95
1A0N	ENST00000354650	55	0.95	0	0	55	0.95
1A0N	ENST00000229471	55	0.95	0	0	55	0.95
1A0N	ENST00000368667	55	0.95	0	0	55	0.95
1A0N	ENST00000368678	55	0.95	0	0	55	0.95
1A0N	ENST00000356013	55	0.95	0	0	55	0.95
1A0N	ENST00000538466	55	0.95	0	0	55	0.95
3LL8	ENST00000323055	50	0.14	0	0	50	0.14
3LL8	ENST00000323055	50	0.14	0	0	50	0.14
1S63	ENST00000342116	288	0.91	57	0.18	231	0.73
1BSX	ENST00000280696	224	0.92	0	0	224	0.92
1BSX	ENST00000415021	243	1	243	1	0	0
1BSX	ENST00000447875	243	1	243	1	0	0
1BSX	ENST00000280696	224	0.92	0	0	224	0.92
1BSX	ENST00000415021	243	1	243	1	0	0
1BSX	ENST00000447875	243	1	243	1	0	0
4D8N	ENST00000376851	184	0.84	6	0.03	178	0.81
4D8N	ENST00000310157	184	0.84	6	0.03	178	0.81
4D8N	ENST00000391808	209	0.95	107	0.49	102	0.47
4D8N	ENST00000456750	209	0.95	107	0.49	102	0.47
4D8N	ENST00000424910	217	0.99	199	0.91	18	0.08
4D8O	NULL	1	NULL	NULL	NULL	NULL	NULL
3EJ8	ENST00000313735	2	0	0	0	2	0
3EJ8	ENST00000313735	2	0	0	0	2	0
3EJ8	ENST00000313735	2	0	0	0	2	0
3EJ8	ENST00000313735	2	0	0	0	2	0
1S6O	ENST00000341514	4	0.05	0	0	4	0.05
1S6O	ENST00000343533	4	0.05	0	0	4	0.05
1S6O	ENST00000350425	72	0.95	0	0	72	0.95
1S6U	ENST00000341514	4	0.05	0	0	4	0.05
1S6U	ENST00000343533	4	0.05	0	0	4	0.05
1S6U	ENST00000350425	72	0.95	0	0	72	0.95
3PFV	ENST00000342916	9	1	9	1	0	0
3PFV	ENST00000344576	9	1	9	1	0	0
3PFV	ENST00000420316	9	1	9	1	0	0
3PFV	ENST00000342916	10	1	10	1	0	0
3PFV	ENST00000344576	10	1	10	1	0	0
3PFV	ENST00000420316	10	1	10	1	0	0
1XEG	ENST00000285379	116	0.45	0	0	116	0.45
1KCT	ENST00000440909	3	0.01	0	0	3	0.01
1KCT	ENST00000393087	3	0.01	0	0	3	0.01
1KCT	ENST00000489769	115	0.31	112	0.3	3	0.01
1KCT	ENST00000393088	3	0.01	0	0	3	0.01
1KCT	ENST00000404814	3	0.01	0	0	3	0.01
1KCT	ENST00000449399	3	0.01	0	0	3	0.01
1KCT	ENST00000402629	66	0.18	59	0.16	7	0.02
1KCT	ENST00000448921	3	0.01	0	0	3	0.01
1KCT	ENST00000437397	3	0.01	0	0	3	0.01
1KCT	ENST00000355814	3	0.01	0	0	3	0.01
1KCW	ENST00000264613	1	0	0	0	1	0
1KCQ	ENST00000373823	96	0.92	0	0	96	0.92
1KCQ	ENST00000436847	97	0.93	0	0	97	0.93
1KCQ	ENST00000394353	97	0.93	0	0	97	0.93
1KCQ	ENST00000449733	96	0.92	0	0	96	0.92
1KCQ	ENST00000412819	96	0.92	0	0	96	0.92
1KCQ	ENST00000341272	96	0.92	0	0	96	0.92
1KCQ	ENST00000373808	96	0.92	0	0	96	0.92
1XEV	ENST00000285379	116	0.45	0	0	116	0.45
1XEV	ENST00000285379	117	0.45	0	0	117	0.45
1XEV	ENST00000285379	117	0.45	0	0	117	0.45
1XEV	ENST00000285379	116	0.45	0	0	116	0.45
3PFF	ENST00000567793	290	0.39	0	0	290	0.39
3PFF	ENST00000393896	290	0.39	0	0	290	0.39
3PFF	ENST00000353196	290	0.39	0	0	290	0.39
2W99	NULL	1	NULL	NULL	NULL	NULL	NULL
2W96	NULL	1	NULL	NULL	NULL	NULL	NULL
2W97	ENST00000280892	177	0.95	0	0	177	0.95
2W97	ENST00000505992	81	0.43	0	0	81	0.43
2W97	ENST00000450253	1	0.01	0	0	1	0.01
2W97	ENST00000280892	169	0.95	0	0	169	0.95
2W97	ENST00000505992	79	0.45	0	0	79	0.45
2W97	ENST00000346169	13	1	0	0	13	1
2W97	ENST00000414031	12	0.92	0	0	12	0.92
2W97	ENST00000392537	13	1	0	0	13	1
2W97	ENST00000350481	12	0.92	0	0	12	0.92
2W97	ENST00000319274	13	1	0	0	13	1
2W97	ENST00000346169	12	1	0	0	12	1
2W97	ENST00000414031	11	0.92	0	0	11	0.92
2W97	ENST00000392537	12	1	0	0	12	1
2W97	ENST00000350481	12	1	0	0	12	1
2W97	ENST00000319274	12	1	0	0	12	1
1A9N	ENST00000254193	2	0.01	0	0	2	0.01
1A9N	ENST00000254193	2	0.01	0	0	2	0.01
1A9B	ENST00000359635	12	0.04	0	0	12	0.04
1A9B	ENST00000359635	12	0.04	0	0	12	0.04
1A9W	ENST00000251595	134	0.95	0	0	134	0.95
1A9W	ENST00000320868	134	0.95	0	0	134	0.95
1A9W	ENST00000380237	133	0.92	0	0	133	0.92
1A9W	ENST00000292896	133	0.92	0	0	133	0.92
1A9W	ENST00000251595	134	0.95	0	0	134	0.95
1A9W	ENST00000320868	134	0.95	0	0	134	0.95
1A9W	ENST00000380237	133	0.92	0	0	133	0.92
1A9W	ENST00000292896	133	0.92	0	0	133	0.92
2W9N	NULL	1	NULL	NULL	NULL	NULL	NULL
2W9L	ENST00000356275	64	0.55	46	0.39	18	0.15
2W9L	ENST00000356275	65	0.56	47	0.4	18	0.15
2W9L	ENST00000356275	68	0.55	50	0.41	18	0.15
2W9L	ENST00000400165	1	0.01	0	0	1	0.01
2W9L	ENST00000356275	68	0.55	50	0.41	18	0.15
2W9L	ENST00000400165	1	0.01	0	0	1	0.01
2W9L	ENST00000356275	67	0.54	49	0.4	18	0.15
2W9L	ENST00000356275	68	0.58	50	0.42	18	0.15
2W9L	ENST00000400165	1	0.01	0	0	1	0.01
2W9L	ENST00000356275	68	0.55	50	0.41	18	0.15
2W9L	ENST00000400165	1	0.01	0	0	1	0.01
2W9L	ENST00000356275	66	0.55	48	0.4	18	0.15
2W9L	ENST00000356275	66	0.55	48	0.4	18	0.15
2W9L	ENST00000356275	68	0.55	50	0.41	18	0.15
2W9L	ENST00000400165	1	0.01	0	0	1	0.01
2W9L	ENST00000356275	66	0.55	48	0.4	18	0.15
2W9L	ENST00000356275	64	0.55	46	0.39	18	0.15
2W9F	NULL	1	NULL	NULL	NULL	NULL	NULL
2W9E	ENST00000457586	6	0.06	6	0.06	0	0
2W9Z	NULL	1	NULL	NULL	NULL	NULL	NULL
3S4S	ENST00000416883	1	0.01	0	0	1	0.01
3S4S	ENST00000414698	1	0.01	0	0	1	0.01
3S4S	ENST00000383127	1	0.01	0	0	1	0.01
3S4S	ENST00000383259	1	0.01	0	0	1	0.01
3S4S	ENST00000442960	1	0.01	0	0	1	0.01
3S4S	ENST00000411524	1	0.01	0	0	1	0.01
3S4S	ENST00000395388	1	0.01	0	0	1	0.01
3S4S	ENST00000360004	13	0.07	0	0	13	0.07
3S4S	ENST00000011653	2	0.01	0	0	2	0.01
3S4S	ENST00000416883	1	0.01	0	0	1	0.01
3S4S	ENST00000414698	1	0.01	0	0	1	0.01
3S4S	ENST00000383127	1	0.01	0	0	1	0.01
3S4S	ENST00000383259	1	0.01	0	0	1	0.01
3S4S	ENST00000442960	1	0.01	0	0	1	0.01
3S4S	ENST00000411524	1	0.01	0	0	1	0.01
3S4S	ENST00000395388	1	0.01	0	0	1	0.01
3S4S	ENST00000360004	13	0.07	0	0	13	0.07
3S4S	ENST00000011653	2	0.01	0	0	2	0.01
2ODB	ENST00000315554	1	0.01	0	0	1	0.01
2ODE	ENST00000258302	117	0.89	0	0	117	0.89
2ODE	ENST00000258302	104	0.9	0	0	104	0.9
2ODD	ENST00000396218	50	1	0	0	50	1
2ODD	ENST00000518844	50	1	0	0	50	1
2ODD	ENST00000436581	45	0.9	0	0	45	0.9
3S4M	ENST00000396364	49	0.4	38	0.31	11	0.09
2ODQ	ENST00000416252	1	0	0	0	1	0
2ODQ	ENST00000383362	1	0	0	0	1	0
2ODQ	ENST00000452323	478	0.97	207	0.42	271	0.55
2ODQ	ENST00000299367	1	0	0	0	1	0
2ODQ	ENST00000375510	1	0	0	0	1	0
2ODQ	ENST00000411803	1	0	0	0	1	0
2ODQ	ENST00000448206	1	0	0	0	1	0
2ODQ	ENST00000413548	1	0	0	0	1	0
2ODP	ENST00000416252	1	0	0	0	1	0
2ODP	ENST00000383362	1	0	0	0	1	0
2ODP	ENST00000452323	476	0.97	207	0.42	269	0.55
2ODP	ENST00000299367	1	0	0	0	1	0
2ODP	ENST00000375510	1	0	0	0	1	0
2ODP	ENST00000411803	1	0	0	0	1	0
2ODP	ENST00000448206	1	0	0	0	1	0
2ODP	ENST00000413548	1	0	0	0	1	0
2ODU	ENST00000568193	206	0.95	0	0	206	0.95
2ODU	ENST00000564962	204	0.94	0	0	204	0.94
2ODU	ENST00000565557	202	0.93	0	0	202	0.93
2ODU	ENST00000565080	204	0.94	0	0	204	0.94
2ODU	ENST00000561589	202	0.93	0	0	202	0.93
2ODU	ENST00000561919	206	0.95	0	0	206	0.95
2ODU	ENST00000567302	200	0.92	0	0	200	0.92
2ODU	ENST00000565268	1	0	0	0	1	0
2ODU	ENST00000568204	206	0.95	0	0	206	0.95
2ODU	ENST00000345136	204	0.94	0	0	204	0.94
2ODU	ENST00000357649	202	0.93	0	0	202	0.93
2ODU	ENST00000354589	204	0.94	0	0	204	0.94
2ODU	ENST00000398774	202	0.93	0	0	202	0.93
2ODU	ENST00000322810	206	0.95	0	0	206	0.95
2ODU	ENST00000354958	206	0.95	0	0	206	0.95
2ODU	ENST00000356346	200	0.92	0	0	200	0.92
2ODU	ENST00000436759	1	0	0	0	1	0
2ODU	ENST00000527096	206	0.95	0	0	206	0.95
2ODT	ENST00000354313	20	0.06	8	0.03	12	0.04
2ODV	ENST00000568193	206	0.95	0	0	206	0.95
2ODV	ENST00000564962	203	0.94	0	0	203	0.94
2ODV	ENST00000565557	202	0.93	0	0	202	0.93
2ODV	ENST00000565080	203	0.94	0	0	203	0.94
2ODV	ENST00000561589	202	0.93	0	0	202	0.93
2ODV	ENST00000561919	206	0.95	0	0	206	0.95
2ODV	ENST00000567302	200	0.92	0	0	200	0.92
2ODV	ENST00000565268	3	0.01	0	0	3	0.01
2ODV	ENST00000568204	206	0.95	0	0	206	0.95
2ODV	ENST00000345136	203	0.94	0	0	203	0.94
2ODV	ENST00000357649	202	0.93	0	0	202	0.93
2ODV	ENST00000354589	203	0.94	0	0	203	0.94
2ODV	ENST00000398774	202	0.93	0	0	202	0.93
2ODV	ENST00000322810	206	0.95	0	0	206	0.95
2ODV	ENST00000354958	206	0.95	0	0	206	0.95
2ODV	ENST00000356346	200	0.92	0	0	200	0.92
2ODV	ENST00000436759	3	0.01	0	0	3	0.01
2ODV	ENST00000527096	206	0.95	0	0	206	0.95
2OD1	ENST00000396218	50	1	0	0	50	1
2OD1	ENST00000518844	50	1	0	0	50	1
2OD1	ENST00000436581	45	0.9	0	0	45	0.9
2OD3	NULL	1	NULL	NULL	NULL	NULL	NULL
1C4V	ENST00000311907	15	1	0	0	15	1
1C4V	ENST00000311907	198	0.86	0	0	198	0.86
3I85	ENST00000353555	1	0.01	0	0	1	0.01
3I85	ENST00000353555	1	0.01	0	0	1	0.01
3EWH	NULL	1	NULL	NULL	NULL	NULL	NULL
3EWJ	ENST00000310823	3	0.01	0	0	3	0.01
3EWJ	ENST00000310823	3	0.01	0	0	3	0.01
3EWF	ENST00000373573	1	0	0	0	1	0
3EWF	ENST00000439122	133	0.37	121	0.33	12	0.03
3EWF	ENST00000373589	312	0.86	91	0.25	221	0.61
3EWF	ENST00000373573	1	0	0	0	1	0
3EWF	ENST00000439122	133	0.37	121	0.33	12	0.03
3EWF	ENST00000373589	312	0.86	91	0.25	221	0.61
3EWF	ENST00000373573	1	0	0	0	1	0
3EWF	ENST00000439122	133	0.37	121	0.33	12	0.03
3EWF	ENST00000373589	312	0.86	91	0.25	221	0.61
3EWF	ENST00000373573	1	0	0	0	1	0
3EWF	ENST00000439122	133	0.37	121	0.33	12	0.03
3EWF	ENST00000373589	312	0.86	91	0.25	221	0.61
3EWY	ENST00000232607	1	0	0	0	1	0
3EWY	ENST00000538242	250	0.98	176	0.69	74	0.29
3EWX	ENST00000232607	1	0	0	0	1	0
3EWX	ENST00000538242	250	0.98	176	0.69	74	0.29
3EWZ	ENST00000538242	252	0.98	178	0.69	74	0.29
3EWZ	ENST00000538242	252	0.98	178	0.69	74	0.29
3EWZ	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWZ	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWU	ENST00000232607	1	0	0	0	1	0
3EWU	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWU	ENST00000232607	1	0	0	0	1	0
3EWU	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWT	ENST00000391918	120	0.83	33	0.23	87	0.6
3EWT	ENST00000484444	14	1	14	1	0	0
3EWT	ENST00000357339	14	1	0	0	14	1
3EWT	ENST00000488877	14	1	14	1	0	0
3EWT	ENST00000494410	14	1	14	1	0	0
3EWT	ENST00000479522	14	1	14	1	0	0
3EWT	ENST00000492756	14	1	14	1	0	0
3EWT	ENST00000355279	14	1	14	1	0	0
3EWW	ENST00000232607	1	0	0	0	1	0
3EWW	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWW	ENST00000232607	1	0	0	0	1	0
3EWW	ENST00000538242	251	0.98	177	0.69	74	0.29
3EWV	ENST00000391918	120	0.83	36	0.25	84	0.58
3EWS	ENST00000563392	399	0.96	98	0.24	301	0.73
3EWS	ENST00000451014	384	0.93	19	0.05	365	0.88
3EWS	ENST00000568625	399	0.96	98	0.24	301	0.73
3EWS	ENST00000393657	399	0.96	98	0.24	301	0.73
3EWS	ENST00000355992	351	0.85	24	0.06	327	0.79
3EWS	ENST00000563392	389	0.96	97	0.24	292	0.72
3EWS	ENST00000451014	374	0.92	18	0.04	356	0.88
3EWS	ENST00000568625	389	0.96	97	0.24	292	0.72
3EWS	ENST00000393657	389	0.96	97	0.24	292	0.72
3EWS	ENST00000355992	347	0.86	23	0.06	324	0.8
3EW8	ENST00000373573	1	0	0	0	1	0
3EW8	ENST00000439122	133	0.37	121	0.34	12	0.03
3EW8	ENST00000373589	307	0.86	91	0.26	216	0.61
3OES	ENST00000550797	144	0.92	97	0.62	47	0.3
3OED	ENST00000245907	1	0	0	0	1	0
3OED	ENST00000245907	1	0	0	0	1	0
3OEF	ENST00000229795	14	0.04	0	0	14	0.04
3OEF	ENST00000310795	94	0.28	44	0.13	50	0.15
1GQ5	NULL	1	NULL	NULL	NULL	NULL	NULL
1GQ4	NULL	1	NULL	NULL	NULL	NULL	NULL
1GQF	ENST00000369331	199	0.82	55	0.23	144	0.6
1GQF	ENST00000345633	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369318	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369315	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369321	231	0.95	0	0	231	0.95
1GQF	ENST00000452490	231	0.95	30	0.12	201	0.83
1GQF	ENST00000369331	199	0.82	55	0.23	144	0.6
1GQF	ENST00000345633	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369318	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369315	188	0.78	6	0.02	182	0.75
1GQF	ENST00000369321	231	0.95	0	0	231	0.95
1GQF	ENST00000452490	231	0.95	30	0.12	201	0.83
1GQV	ENST00000304625	1	0.01	0	0	1	0.01
4APP	ENST00000321944	279	0.96	90	0.31	189	0.65
4APU	ENST00000325455	238	0.95	0	0	238	0.95
4APU	ENST00000325455	238	0.95	0	0	238	0.95
1VEC	ENST00000264018	1	0	0	0	1	0
1VEC	ENST00000526070	1	0	0	0	1	0
1VEC	ENST00000534980	1	0	0	0	1	0
1VEC	ENST00000264018	1	0	0	0	1	0
1VEC	ENST00000526070	1	0	0	0	1	0
1VEC	ENST00000534980	1	0	0	0	1	0
4APH	ENST00000290866	547	0.94	0	0	547	0.94
4APH	ENST00000413513	94	0.16	0	0	94	0.16
4APH	ENST00000428043	547	0.94	0	0	547	0.94
1VBS	ENST00000468812	157	0.96	0	0	157	0.96
1VBT	ENST00000468812	157	0.96	0	0	157	0.96
1VBT	ENST00000468812	157	0.96	0	0	157	0.96
1HI4	ENST00000304625	1	0.01	0	0	1	0.01
1HI5	ENST00000304625	1	0.01	0	0	1	0.01
1HI7	NULL	1	NULL	NULL	NULL	NULL	NULL
1HI2	ENST00000304625	1	0.01	0	0	1	0.01
1HI3	ENST00000304625	1	0.01	0	0	1	0.01
1HIJ	ENST00000231449	1	0.01	0	0	1	0.01
1HIJ	ENST00000350025	103	0.8	16	0.12	87	0.67
1HIK	ENST00000350025	103	0.8	16	0.12	87	0.67
1HIB	ENST00000263341	1	0.01	0	0	1	0.01
1HIT	ENST00000397262	1	0.03	0	0	1	0.03
1HIT	ENST00000250971	1	0.03	0	0	1	0.03
1HIT	ENST00000381330	1	0.03	0	0	1	0.03
1HIQ	ENST00000397262	1	0.03	0	0	1	0.03
1HIQ	ENST00000250971	1	0.03	0	0	1	0.03
1HIQ	ENST00000381330	1	0.03	0	0	1	0.03
4AP2	ENST00000409096	334	0.93	0	0	334	0.93
4AP2	ENST00000409777	334	0.93	0	0	334	0.93
4AP2	ENST00000344951	325	0.91	0	0	325	0.91
4AP5	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP5	ENST00000334538	51	0.13	49	0.13	2	0.01
4AP5	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP5	ENST00000334538	51	0.13	49	0.13	2	0.01
4AP4	NULL	1	NULL	NULL	NULL	NULL	NULL
4AP7	ENST00000318493	267	0.92	0	0	267	0.92
4AP7	ENST00000436117	290	1	290	1	0	0
4AP6	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP6	ENST00000334538	51	0.13	49	0.13	2	0.01
4AP6	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP6	ENST00000334538	51	0.13	49	0.13	2	0.01
4AP6	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP6	ENST00000334538	51	0.13	49	0.13	2	0.01
4AP6	ENST00000331343	50	0.13	5	0.01	45	0.12
4AP6	ENST00000334538	51	0.13	49	0.13	2	0.01
2CN7	ENST00000273550	161	0.94	0	0	161	0.94
2CN6	ENST00000273550	162	0.94	0	0	162	0.94
2CN5	ENST00000382580	265	0.94	0	0	265	0.94
2CN5	ENST00000448511	281	1	281	1	0	0
2CN5	ENST00000417588	281	1	281	1	0	0
2CN5	ENST00000433728	222	0.79	215	0.77	7	0.02
2CN5	ENST00000403642	270	0.96	52	0.19	218	0.78
2CN5	ENST00000402731	156	0.56	0	0	156	0.56
2CN5	ENST00000348295	156	0.56	0	0	156	0.56
2CN5	ENST00000382578	270	0.96	52	0.19	218	0.78
2CN5	ENST00000544772	276	0.98	182	0.65	94	0.33
2CN5	ENST00000382566	222	0.79	215	0.77	7	0.02
2CN1	ENST00000396152	252	0.92	39	0.14	213	0.78
2CN1	ENST00000409467	263	0.96	51	0.19	212	0.78
2CN1	ENST00000405342	252	0.92	39	0.14	213	0.78
2CN1	ENST00000381626	263	0.96	51	0.19	212	0.78
2CN0	ENST00000311907	196	0.86	0	0	196	0.86
2CN0	ENST00000311907	14	1	0	0	14	1
2CN8	ENST00000382580	251	0.94	0	0	251	0.94
2CN8	ENST00000448511	266	1	266	1	0	0
2CN8	ENST00000417588	266	1	266	1	0	0
2CN8	ENST00000433728	214	0.8	207	0.78	7	0.03
2CN8	ENST00000403642	255	0.96	51	0.19	204	0.77
2CN8	ENST00000402731	148	0.56	0	0	148	0.56
2CN8	ENST00000348295	148	0.56	0	0	148	0.56
2CN8	ENST00000382578	255	0.96	51	0.19	204	0.77
2CN8	ENST00000544772	261	0.98	174	0.65	87	0.33
2CN8	ENST00000382566	214	0.8	207	0.78	7	0.03
2CNX	ENST00000358625	3	0.01	0	0	3	0.01
2CNX	ENST00000425041	3	0.01	0	0	3	0.01
2CNE	NULL	1	NULL	NULL	NULL	NULL	NULL
2CNJ	ENST00000356956	4	0.03	0	0	4	0.03
4E3D	ENST00000285379	127	0.49	1	0	126	0.49
4E3F	ENST00000285379	127	0.49	1	0	126	0.49
2PCX	ENST00000269305	1	0.01	0	0	1	0.01
2PCX	ENST00000455263	1	0.01	0	0	1	0.01
2PCX	ENST00000420246	1	0.01	0	0	1	0.01
2PCX	ENST00000445888	1	0.01	0	0	1	0.01
2JHS	ENST00000269321	124	0.91	0	0	124	0.91
2JHS	ENST00000541078	124	0.91	0	0	124	0.91
2JHS	ENST00000580685	124	0.91	0	0	124	0.91
2JHT	ENST00000269321	124	0.91	0	0	124	0.91
2JHT	ENST00000541078	124	0.91	0	0	124	0.91
2JHT	ENST00000580685	124	0.91	0	0	124	0.91
2JHT	ENST00000269321	124	0.91	0	0	124	0.91
2JHT	ENST00000541078	124	0.91	0	0	124	0.91
2JHT	ENST00000580685	124	0.91	0	0	124	0.91
2JHT	ENST00000269321	124	0.91	0	0	124	0.91
2JHT	ENST00000541078	124	0.91	0	0	124	0.91
2JHT	ENST00000580685	124	0.91	0	0	124	0.91
2JHT	ENST00000269321	124	0.91	0	0	124	0.91
2JHT	ENST00000541078	124	0.91	0	0	124	0.91
2JHT	ENST00000580685	124	0.91	0	0	124	0.91
2JHU	ENST00000269321	125	0.92	0	0	125	0.92
2JHU	ENST00000541078	125	0.92	0	0	125	0.92
2JHU	ENST00000580685	125	0.92	0	0	125	0.92
2JHU	ENST00000269321	125	0.92	0	0	125	0.92
2JHU	ENST00000541078	125	0.92	0	0	125	0.92
2JHU	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHV	ENST00000269321	125	0.92	0	0	125	0.92
2JHV	ENST00000541078	125	0.92	0	0	125	0.92
2JHV	ENST00000580685	125	0.92	0	0	125	0.92
2JHW	ENST00000269321	126	0.93	0	0	126	0.93
2JHW	ENST00000541078	126	0.93	0	0	126	0.93
2JHW	ENST00000580685	126	0.93	0	0	126	0.93
2JHW	ENST00000269321	126	0.93	0	0	126	0.93
2JHW	ENST00000541078	126	0.93	0	0	126	0.93
2JHW	ENST00000580685	126	0.93	0	0	126	0.93
2JHX	ENST00000269321	126	0.93	0	0	126	0.93
2JHX	ENST00000541078	126	0.93	0	0	126	0.93
2JHX	ENST00000580685	126	0.93	0	0	126	0.93
2JHX	ENST00000269321	126	0.93	0	0	126	0.93
2JHX	ENST00000541078	126	0.93	0	0	126	0.93
2JHX	ENST00000580685	126	0.93	0	0	126	0.93
2JHY	ENST00000269321	126	0.93	0	0	126	0.93
2JHY	ENST00000541078	126	0.93	0	0	126	0.93
2JHY	ENST00000580685	126	0.93	0	0	126	0.93
2JHZ	ENST00000269321	126	0.93	0	0	126	0.93
2JHZ	ENST00000541078	126	0.93	0	0	126	0.93
2JHZ	ENST00000580685	126	0.93	0	0	126	0.93
2JHZ	ENST00000269321	126	0.93	0	0	126	0.93
2JHZ	ENST00000541078	126	0.93	0	0	126	0.93
2JHZ	ENST00000580685	126	0.93	0	0	126	0.93
3UXG	ENST00000392324	148	0.91	16	0.1	132	0.81
3UXG	ENST00000353145	148	0.91	16	0.1	132	0.81
2JHH	ENST00000371806	1	0	0	0	1	0
2JHH	ENST00000371806	1	0	0	0	1	0
2JHI	ENST00000371806	2	0.01	0	0	2	0.01
2JHK	ENST00000371806	2	0.01	0	0	2	0.01
2JHL	ENST00000371806	1	0	0	0	1	0
2JHM	ENST00000371806	1	0	0	0	1	0
9ICK	ENST00000265421	310	0.95	0	0	310	0.95
9ICJ	ENST00000265421	310	0.95	0	0	310	0.95
9ICI	ENST00000265421	310	0.95	0	0	310	0.95
9ICO	ENST00000265421	310	0.95	0	0	310	0.95
9ICN	ENST00000265421	310	0.95	0	0	310	0.95
9ICM	ENST00000265421	310	0.95	0	0	310	0.95
9ICL	ENST00000265421	310	0.95	0	0	310	0.95
9ICC	ENST00000265421	310	0.95	0	0	310	0.95
9ICB	ENST00000265421	310	0.95	0	0	310	0.95
9ICA	ENST00000265421	310	0.95	0	0	310	0.95
9ICG	ENST00000265421	310	0.95	0	0	310	0.95
